times,Units,parameter,value
2008-05-21 23:30:00,mg/L,Dissolved_Oxygen,10.3
2008-05-21 23:30:00,ÂµS/cm,Sp Cond,299.0
2008-05-21 23:30:00,%,ODOSat,94.7
2008-05-22 00:00:00,V,Bat,13.1
2008-05-22 00:00:00,mg/L,Dissolved_Oxygen,10.29
2008-05-22 00:00:00,NTU+,Turb+,46.23
2008-05-22 00:00:00,%,ODOSat,94.6
2008-05-22 00:00:00,ÂµS/cm,Sp Cond,297.0
2008-05-22 00:00:00,F,Water_Temperature,52.75
2008-05-22 00:30:00,F,Water_Temperature,52.67
2008-05-22 00:30:00,V,Bat,13.1
2008-05-22 00:30:00,%,ODOSat,94.7
2008-05-22 00:30:00,mg/L,Dissolved_Oxygen,10.32
2008-05-22 00:30:00,ÂµS/cm,Sp Cond,298.0
2008-05-22 00:30:00,NTU+,Turb+,47.63
2008-05-22 01:00:00,F,Water_Temperature,52.61
2008-05-22 01:00:00,V,Bat,13.0
2008-05-22 01:00:00,NTU+,Turb+,41.8
2008-05-22 01:00:00,mg/L,Dissolved_Oxygen,10.29
2008-05-22 01:00:00,%,ODOSat,94.3
2008-05-22 01:00:00,ÂµS/cm,Sp Cond,294.0
2008-05-22 01:30:00,%,ODOSat,94.6
2008-05-22 01:30:00,NTU+,Turb+,41.3
2008-05-22 01:30:00,V,Bat,13.1
2008-05-22 01:30:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 01:30:00,mg/L,Dissolved_Oxygen,10.32
2008-05-22 01:30:00,F,Water_Temperature,52.52
2008-05-22 02:00:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 02:00:00,mg/L,Dissolved_Oxygen,10.38
2008-05-22 02:00:00,NTU+,Turb+,44.2
2008-05-22 02:00:00,F,Water_Temperature,52.45
2008-05-22 02:00:00,V,Bat,13.0
2008-05-22 02:00:00,%,ODOSat,95.0
2008-05-22 02:30:00,F,Water_Temperature,52.36
2008-05-22 02:30:00,V,Bat,13.0
2008-05-22 02:30:00,%,ODOSat,95.5
2008-05-22 02:30:00,mg/L,Dissolved_Oxygen,10.44
2008-05-22 02:30:00,ÂµS/cm,Sp Cond,294.0
2008-05-22 02:30:00,NTU+,Turb+,45.13
2008-05-22 03:00:00,NTU+,Turb+,46.1
2008-05-22 03:00:00,mg/L,Dissolved_Oxygen,10.49
2008-05-22 03:00:00,F,Water_Temperature,52.29
2008-05-22 03:00:00,ÂµS/cm,Sp Cond,294.0
2008-05-22 03:00:00,V,Bat,13.1
2008-05-22 03:00:00,%,ODOSat,95.8
2008-05-22 03:30:00,NTU+,Turb+,43.2
2008-05-22 03:30:00,F,Water_Temperature,52.25
2008-05-22 03:30:00,mg/L,Dissolved_Oxygen,10.51
2008-05-22 03:30:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 03:30:00,%,ODOSat,95.9
2008-05-22 03:30:00,V,Bat,13.0
2008-05-22 04:00:00,%,ODOSat,96.0
2008-05-22 04:00:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 04:00:00,V,Bat,13.1
2008-05-22 04:00:00,NTU+,Turb+,45.07
2008-05-22 04:00:00,F,Water_Temperature,52.21
2008-05-22 04:00:00,mg/L,Dissolved_Oxygen,10.52
2008-05-22 04:30:00,NTU+,Turb+,41.93
2008-05-22 04:30:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 04:30:00,V,Bat,13.1
2008-05-22 04:30:00,F,Water_Temperature,52.17
2008-05-22 04:30:00,%,ODOSat,96.2
2008-05-22 04:30:00,mg/L,Dissolved_Oxygen,10.54
2008-05-22 05:00:00,F,Water_Temperature,52.18
2008-05-22 05:00:00,V,Bat,13.3
2008-05-22 05:00:00,NTU+,Turb+,42.2
2008-05-22 05:00:00,mg/L,Dissolved_Oxygen,10.55
2008-05-22 05:00:00,%,ODOSat,96.2
2008-05-22 05:00:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 05:30:00,NTU+,Turb+,42.93
2008-05-22 05:30:00,%,ODOSat,96.3
2008-05-22 05:30:00,V,Bat,13.5
2008-05-22 05:30:00,F,Water_Temperature,52.2
2008-05-22 05:30:00,mg/L,Dissolved_Oxygen,10.56
2008-05-22 05:30:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 06:00:00,%,ODOSat,96.6
2008-05-22 06:00:00,V,Bat,13.4
2008-05-22 06:00:00,F,Water_Temperature,52.17
2008-05-22 06:00:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 06:00:00,NTU+,Turb+,43.53
2008-05-22 06:00:00,mg/L,Dissolved_Oxygen,10.59
2008-05-22 06:30:00,V,Bat,13.6
2008-05-22 06:30:00,F,Water_Temperature,52.18
2008-05-22 06:30:00,NTU+,Turb+,44.77
2008-05-22 06:30:00,%,ODOSat,96.7
2008-05-22 06:30:00,mg/L,Dissolved_Oxygen,10.6
2008-05-22 06:30:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 07:00:00,ÂµS/cm,Sp Cond,292.0
2008-05-22 07:00:00,F,Water_Temperature,52.19
2008-05-22 07:00:00,%,ODOSat,96.7
2008-05-22 07:00:00,NTU+,Turb+,42.77
2008-05-22 07:00:00,V,Bat,13.8
2008-05-22 07:00:00,mg/L,Dissolved_Oxygen,10.6
2008-05-22 07:30:00,NTU+,Turb+,43.9
2008-05-22 07:30:00,F,Water_Temperature,52.25
2008-05-22 07:30:00,%,ODOSat,96.8
2008-05-22 07:30:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 07:30:00,V,Bat,14.3
2008-05-22 07:30:00,mg/L,Dissolved_Oxygen,10.6
2008-05-22 08:00:00,NTU+,Turb+,44.67
2008-05-22 08:00:00,%,ODOSat,96.9
2008-05-22 08:00:00,F,Water_Temperature,52.31
2008-05-22 08:00:00,mg/L,Dissolved_Oxygen,10.61
2008-05-22 08:00:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 08:00:00,V,Bat,14.6
2008-05-22 08:30:00,V,Bat,14.6
2008-05-22 08:30:00,F,Water_Temperature,52.44
2008-05-22 08:30:00,mg/L,Dissolved_Oxygen,10.61
2008-05-22 08:30:00,%,ODOSat,97.1
2008-05-22 08:30:00,NTU+,Turb+,45.63
2008-05-22 08:30:00,ÂµS/cm,Sp Cond,293.0
2008-05-22 09:00:00,mg/L,Dissolved_Oxygen,10.59
2008-05-22 09:00:00,NTU+,Turb+,46.0
2008-05-22 09:00:00,F,Water_Temperature,52.56
2008-05-22 09:00:00,V,Bat,14.6
2008-05-22 09:00:00,ÂµS/cm,Sp Cond,294.0
2008-05-22 09:00:00,%,ODOSat,97.0
2008-05-22 09:30:00,%,ODOSat,97.1
2008-05-22 09:30:00,V,Bat,14.5
2008-05-22 09:30:00,ÂµS/cm,Sp Cond,295.0
2008-05-22 09:30:00,F,Water_Temperature,52.62
2008-05-22 09:30:00,mg/L,Dissolved_Oxygen,10.59
2008-05-22 09:30:00,NTU+,Turb+,49.3
2008-05-22 10:00:00,mg/L,Dissolved_Oxygen,10.58
2008-05-22 10:00:00,NTU+,Turb+,52.57
2008-05-22 10:00:00,ÂµS/cm,Sp Cond,296.0
2008-05-22 10:00:00,F,Water_Temperature,52.66
2008-05-22 10:00:00,%,ODOSat,97.1
2008-05-22 10:00:00,V,Bat,14.5
2008-05-22 10:30:00,mg/L,Dissolved_Oxygen,10.58
2008-05-22 10:30:00,%,ODOSat,97.2
2008-05-22 10:30:00,F,Water_Temperature,52.76
2008-05-22 10:30:00,NTU+,Turb+,55.87
2008-05-22 10:30:00,ÂµS/cm,Sp Cond,297.0
2008-05-22 10:30:00,V,Bat,14.5
2008-05-22 11:00:00,V,Bat,14.4
2008-05-22 11:00:00,mg/L,Dissolved_Oxygen,10.58
2008-05-22 11:00:00,F,Water_Temperature,52.82
2008-05-22 11:00:00,%,ODOSat,97.3
2008-05-22 11:00:00,ÂµS/cm,Sp Cond,298.0
2008-05-22 11:00:00,NTU+,Turb+,56.83
2008-05-22 11:30:00,V,Bat,14.6
2008-05-22 11:30:00,F,Water_Temperature,52.97
2008-05-22 11:30:00,ÂµS/cm,Sp Cond,299.0
2008-05-22 11:30:00,mg/L,Dissolved_Oxygen,10.57
2008-05-22 11:30:00,NTU+,Turb+,56.93
2008-05-22 11:30:00,%,ODOSat,97.4
2008-05-22 12:00:00,F,Water_Temperature,53.17
2008-05-22 12:00:00,mg/L,Dissolved_Oxygen,10.56
2008-05-22 12:00:00,%,ODOSat,97.6
2008-05-22 12:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-22 12:00:00,V,Bat,14.4
2008-05-22 12:00:00,NTU+,Turb+,57.03
2008-05-22 12:30:00,%,ODOSat,97.7
2008-05-22 12:30:00,ÂµS/cm,Sp Cond,300.0
2008-05-22 12:30:00,NTU+,Turb+,58.6
2008-05-22 12:30:00,mg/L,Dissolved_Oxygen,10.55
2008-05-22 12:30:00,F,Water_Temperature,53.38
2008-05-22 12:30:00,V,Bat,14.6
2008-05-22 13:00:00,F,Water_Temperature,53.49
2008-05-22 13:00:00,mg/L,Dissolved_Oxygen,10.54
2008-05-22 13:00:00,NTU+,Turb+,59.47
2008-05-22 13:00:00,%,ODOSat,97.7
2008-05-22 13:00:00,V,Bat,14.6
2008-05-22 13:00:00,ÂµS/cm,Sp Cond,301.0
2008-05-22 13:30:00,ÂµS/cm,Sp Cond,301.0
2008-05-22 13:30:00,mg/L,Dissolved_Oxygen,10.52
2008-05-22 13:30:00,%,ODOSat,97.7
2008-05-22 13:30:00,V,Bat,14.6
2008-05-22 13:30:00,NTU+,Turb+,60.37
2008-05-22 13:30:00,F,Water_Temperature,53.62
2008-05-22 14:00:00,F,Water_Temperature,53.66
2008-05-22 14:00:00,mg/L,Dissolved_Oxygen,10.51
2008-05-22 14:00:00,%,ODOSat,97.7
2008-05-22 14:00:00,V,Bat,14.5
2008-05-22 14:00:00,NTU+,Turb+,62.7
2008-05-22 14:00:00,ÂµS/cm,Sp Cond,302.0
2008-05-22 14:30:00,%,ODOSat,97.7
2008-05-22 14:30:00,F,Water_Temperature,53.74
2008-05-22 14:30:00,mg/L,Dissolved_Oxygen,10.5
2008-05-22 14:30:00,V,Bat,14.3
2008-05-22 14:30:00,ÂµS/cm,Sp Cond,303.0
2008-05-22 14:30:00,NTU+,Turb+,65.37
2008-05-22 15:00:00,mg/L,Dissolved_Oxygen,10.48
2008-05-22 15:00:00,V,Bat,14.5
2008-05-22 15:00:00,ÂµS/cm,Sp Cond,304.0
2008-05-22 15:00:00,F,Water_Temperature,53.77
2008-05-22 15:00:00,%,ODOSat,97.6
2008-05-22 15:00:00,NTU+,Turb+,64.93
2008-05-22 15:30:00,mg/L,Dissolved_Oxygen,10.48
2008-05-22 15:30:00,V,Bat,14.5
2008-05-22 15:30:00,F,Water_Temperature,53.72
2008-05-22 15:30:00,NTU+,Turb+,65.9
2008-05-22 15:30:00,ÂµS/cm,Sp Cond,304.0
2008-05-22 15:30:00,%,ODOSat,97.5
2008-05-22 16:00:00,NTU+,Turb+,67.17
2008-05-22 16:00:00,%,ODOSat,97.4
2008-05-22 16:00:00,mg/L,Dissolved_Oxygen,10.47
2008-05-22 16:00:00,ÂµS/cm,Sp Cond,304.0
2008-05-22 16:00:00,F,Water_Temperature,53.73
2008-05-22 16:00:00,V,Bat,14.4
2008-05-22 16:30:00,%,ODOSat,97.2
2008-05-22 16:30:00,NTU+,Turb+,66.27
2008-05-22 16:30:00,ÂµS/cm,Sp Cond,305.0
2008-05-22 16:30:00,F,Water_Temperature,53.65
2008-05-22 16:30:00,mg/L,Dissolved_Oxygen,10.46
2008-05-22 16:30:00,V,Bat,13.7
2008-05-22 17:00:00,V,Bat,13.4
2008-05-22 17:00:00,%,ODOSat,97.0
2008-05-22 17:00:00,NTU+,Turb+,66.03
2008-05-22 17:00:00,ÂµS/cm,Sp Cond,305.0
2008-05-22 17:00:00,mg/L,Dissolved_Oxygen,10.46
2008-05-22 17:00:00,F,Water_Temperature,53.54
2008-05-22 17:30:00,mg/L,Dissolved_Oxygen,10.45
2008-05-22 17:30:00,V,Bat,13.3
2008-05-22 17:30:00,NTU+,Turb+,65.1
2008-05-22 17:30:00,ÂµS/cm,Sp Cond,306.0
2008-05-22 17:30:00,%,ODOSat,96.8
2008-05-22 17:30:00,F,Water_Temperature,53.42
2008-05-22 18:00:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 18:00:00,ÂµS/cm,Sp Cond,306.0
2008-05-22 18:00:00,F,Water_Temperature,53.33
2008-05-22 18:00:00,NTU+,Turb+,64.3
2008-05-22 18:00:00,V,Bat,13.2
2008-05-22 18:00:00,%,ODOSat,96.4
2008-05-22 18:30:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 18:30:00,V,Bat,13.2
2008-05-22 18:30:00,%,ODOSat,96.2
2008-05-22 18:30:00,F,Water_Temperature,53.2
2008-05-22 18:30:00,ÂµS/cm,Sp Cond,306.0
2008-05-22 18:30:00,NTU+,Turb+,61.67
2008-05-22 19:00:00,%,ODOSat,96.1
2008-05-22 19:00:00,mg/L,Dissolved_Oxygen,10.43
2008-05-22 19:00:00,F,Water_Temperature,53.06
2008-05-22 19:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 19:00:00,V,Bat,13.2
2008-05-22 19:00:00,NTU+,Turb+,62.57
2008-05-22 19:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 19:30:00,NTU+,Turb+,61.93
2008-05-22 19:30:00,V,Bat,13.2
2008-05-22 19:30:00,F,Water_Temperature,52.96
2008-05-22 19:30:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 19:30:00,%,ODOSat,96.0
2008-05-22 20:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 20:00:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 20:00:00,%,ODOSat,95.8
2008-05-22 20:00:00,F,Water_Temperature,52.86
2008-05-22 20:00:00,V,Bat,13.1
2008-05-22 20:00:00,NTU+,Turb+,59.5
2008-05-22 20:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 20:30:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 20:30:00,%,ODOSat,95.7
2008-05-22 20:30:00,NTU+,Turb+,58.83
2008-05-22 20:30:00,V,Bat,13.1
2008-05-22 20:30:00,F,Water_Temperature,52.75
2008-05-22 21:00:00,F,Water_Temperature,52.63
2008-05-22 21:00:00,V,Bat,13.1
2008-05-22 21:00:00,%,ODOSat,95.6
2008-05-22 21:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 21:00:00,mg/L,Dissolved_Oxygen,10.43
2008-05-22 21:00:00,NTU+,Turb+,54.4
2008-05-22 21:30:00,NTU+,Turb+,53.73
2008-05-22 21:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 21:30:00,mg/L,Dissolved_Oxygen,10.43
2008-05-22 21:30:00,F,Water_Temperature,52.53
2008-05-22 21:30:00,V,Bat,13.1
2008-05-22 21:30:00,%,ODOSat,95.6
2008-05-22 22:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 22:00:00,mg/L,Dissolved_Oxygen,10.41
2008-05-22 22:00:00,%,ODOSat,95.3
2008-05-22 22:00:00,V,Bat,13.1
2008-05-22 22:00:00,F,Water_Temperature,52.53
2008-05-22 22:00:00,NTU+,Turb+,49.47
2008-05-22 22:30:00,mg/L,Dissolved_Oxygen,10.38
2008-05-22 22:30:00,F,Water_Temperature,52.56
2008-05-22 22:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 22:30:00,%,ODOSat,95.1
2008-05-22 22:30:00,V,Bat,13.1
2008-05-22 22:30:00,NTU+,Turb+,47.27
2008-05-22 23:00:00,F,Water_Temperature,52.46
2008-05-22 23:00:00,mg/L,Dissolved_Oxygen,10.38
2008-05-22 23:00:00,%,ODOSat,95.0
2008-05-22 23:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 23:00:00,V,Bat,13.1
2008-05-22 23:00:00,NTU+,Turb+,47.27
2008-05-22 23:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-22 23:30:00,NTU+,Turb+,44.27
2008-05-22 23:30:00,mg/L,Dissolved_Oxygen,10.42
2008-05-22 23:30:00,F,Water_Temperature,52.14
2008-05-22 23:30:00,%,ODOSat,95.0
2008-05-22 23:30:00,V,Bat,13.1
2008-05-23 00:00:00,V,Bat,13.1
2008-05-23 00:00:00,F,Water_Temperature,52.19
2008-05-23 00:00:00,NTU+,Turb+,42.37
2008-05-23 00:00:00,mg/L,Dissolved_Oxygen,10.4
2008-05-23 00:00:00,%,ODOSat,94.8
2008-05-23 00:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-23 00:30:00,V,Bat,13.1
2008-05-23 00:30:00,F,Water_Temperature,52.15
2008-05-23 00:30:00,mg/L,Dissolved_Oxygen,10.39
2008-05-23 00:30:00,ÂµS/cm,Sp Cond,308.0
2008-05-23 00:30:00,%,ODOSat,94.7
2008-05-23 00:30:00,NTU+,Turb+,42.0
2008-05-23 01:00:00,mg/L,Dissolved_Oxygen,10.44
2008-05-23 01:00:00,F,Water_Temperature,51.91
2008-05-23 01:00:00,ÂµS/cm,Sp Cond,308.0
2008-05-23 01:00:00,NTU+,Turb+,42.7
2008-05-23 01:00:00,%,ODOSat,94.8
2008-05-23 01:00:00,V,Bat,13.1
2008-05-23 01:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-23 01:30:00,%,ODOSat,94.5
2008-05-23 01:30:00,NTU+,Turb+,40.33
2008-05-23 01:30:00,F,Water_Temperature,52.06
2008-05-23 01:30:00,V,Bat,13.0
2008-05-23 01:30:00,mg/L,Dissolved_Oxygen,10.38
2008-05-23 02:00:00,mg/L,Dissolved_Oxygen,10.36
2008-05-23 02:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-23 02:00:00,%,ODOSat,94.4
2008-05-23 02:00:00,NTU+,Turb+,37.53
2008-05-23 02:00:00,F,Water_Temperature,52.08
2008-05-23 02:00:00,V,Bat,13.0
2008-05-23 02:30:00,ÂµS/cm,Sp Cond,307.0
2008-05-23 02:30:00,mg/L,Dissolved_Oxygen,10.4
2008-05-23 02:30:00,%,ODOSat,94.5
2008-05-23 02:30:00,V,Bat,13.0
2008-05-23 02:30:00,NTU+,Turb+,38.57
2008-05-23 02:30:00,F,Water_Temperature,51.87
2008-05-23 03:00:00,ÂµS/cm,Sp Cond,307.0
2008-05-23 03:00:00,%,ODOSat,94.1
2008-05-23 03:00:00,V,Bat,13.1
2008-05-23 03:00:00,F,Water_Temperature,51.94
2008-05-23 03:00:00,NTU+,Turb+,32.53
2008-05-23 03:00:00,mg/L,Dissolved_Oxygen,10.35
2008-05-23 03:30:00,%,ODOSat,93.8
2008-05-23 03:30:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 03:30:00,mg/L,Dissolved_Oxygen,10.29
2008-05-23 03:30:00,F,Water_Temperature,52.12
2008-05-23 03:30:00,V,Bat,13.1
2008-05-23 03:30:00,NTU+,Turb+,28.8
2008-05-23 04:00:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 04:00:00,mg/L,Dissolved_Oxygen,10.31
2008-05-23 04:00:00,F,Water_Temperature,52.03
2008-05-23 04:00:00,%,ODOSat,93.8
2008-05-23 04:00:00,NTU+,Turb+,30.57
2008-05-23 04:00:00,V,Bat,13.1
2008-05-23 04:30:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 04:30:00,NTU+,Turb+,26.17
2008-05-23 04:30:00,mg/L,Dissolved_Oxygen,10.29
2008-05-23 04:30:00,F,Water_Temperature,52.07
2008-05-23 04:30:00,V,Bat,13.5
2008-05-23 04:30:00,%,ODOSat,93.7
2008-05-23 05:00:00,V,Bat,14.2
2008-05-23 05:00:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 05:00:00,mg/L,Dissolved_Oxygen,10.36
2008-05-23 05:00:00,F,Water_Temperature,52.06
2008-05-23 05:00:00,%,ODOSat,94.4
2008-05-23 05:00:00,NTU+,Turb+,26.57
2008-05-23 05:30:00,%,ODOSat,95.1
2008-05-23 05:30:00,mg/L,Dissolved_Oxygen,10.43
2008-05-23 05:30:00,V,Bat,14.5
2008-05-23 05:30:00,NTU+,Turb+,26.3
2008-05-23 05:30:00,F,Water_Temperature,52.19
2008-05-23 05:30:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 06:00:00,F,Water_Temperature,52.59
2008-05-23 06:00:00,NTU+,Turb+,24.67
2008-05-23 06:00:00,mg/L,Dissolved_Oxygen,10.4
2008-05-23 06:00:00,V,Bat,14.7
2008-05-23 06:00:00,%,ODOSat,95.4
2008-05-23 06:00:00,ÂµS/cm,Sp Cond,306.0
2008-05-23 06:30:00,F,Water_Temperature,52.89
2008-05-23 06:30:00,ÂµS/cm,Sp Cond,305.0
2008-05-23 06:30:00,NTU+,Turb+,25.3
2008-05-23 06:30:00,%,ODOSat,95.6
2008-05-23 06:30:00,V,Bat,14.5
2008-05-23 06:30:00,mg/L,Dissolved_Oxygen,10.39
2008-05-23 07:00:00,F,Water_Temperature,53.31
2008-05-23 07:00:00,NTU+,Turb+,19.9
2008-05-23 07:00:00,%,ODOSat,95.8
2008-05-23 07:00:00,mg/L,Dissolved_Oxygen,10.35
2008-05-23 07:00:00,V,Bat,14.5
2008-05-23 07:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 07:30:00,mg/L,Dissolved_Oxygen,10.37
2008-05-23 07:30:00,V,Bat,14.4
2008-05-23 07:30:00,ÂµS/cm,Sp Cond,301.0
2008-05-23 07:30:00,%,ODOSat,96.4
2008-05-23 07:30:00,NTU+,Turb+,21.17
2008-05-23 07:30:00,F,Water_Temperature,53.73
2008-05-23 08:00:00,mg/L,Dissolved_Oxygen,10.36
2008-05-23 08:00:00,ÂµS/cm,Sp Cond,302.0
2008-05-23 08:00:00,NTU+,Turb+,19.47
2008-05-23 08:00:00,%,ODOSat,97.0
2008-05-23 08:00:00,F,Water_Temperature,54.27
2008-05-23 08:00:00,V,Bat,14.5
2008-05-23 08:30:00,mg/L,Dissolved_Oxygen,10.38
2008-05-23 08:30:00,%,ODOSat,97.8
2008-05-23 08:30:00,NTU+,Turb+,22.57
2008-05-23 08:30:00,F,Water_Temperature,54.73
2008-05-23 08:30:00,ÂµS/cm,Sp Cond,304.0
2008-05-23 08:30:00,V,Bat,14.5
2008-05-23 09:00:00,mg/L,Dissolved_Oxygen,10.33
2008-05-23 09:00:00,ÂµS/cm,Sp Cond,305.0
2008-05-23 09:00:00,V,Bat,14.4
2008-05-23 09:00:00,F,Water_Temperature,55.42
2008-05-23 09:00:00,%,ODOSat,98.1
2008-05-23 09:00:00,NTU+,Turb+,19.1
2008-05-23 09:30:00,NTU+,Turb+,13.7
2008-05-23 09:30:00,mg/L,Dissolved_Oxygen,10.39
2008-05-23 09:30:00,V,Bat,14.5
2008-05-23 09:30:00,ÂµS/cm,Sp Cond,298.0
2008-05-23 09:30:00,F,Water_Temperature,55.15
2008-05-23 09:30:00,%,ODOSat,98.4
2008-05-23 10:00:00,NTU+,Turb+,12.93
2008-05-23 10:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 10:00:00,%,ODOSat,99.2
2008-05-23 10:00:00,mg/L,Dissolved_Oxygen,10.38
2008-05-23 10:00:00,V,Bat,14.3
2008-05-23 10:00:00,F,Water_Temperature,55.83
2008-05-23 10:30:00,%,ODOSat,99.8
2008-05-23 10:30:00,V,Bat,14.4
2008-05-23 10:30:00,F,Water_Temperature,56.16
2008-05-23 10:30:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 10:30:00,mg/L,Dissolved_Oxygen,10.4
2008-05-23 10:30:00,NTU+,Turb+,13.33
2008-05-23 11:00:00,NTU+,Turb+,14.4
2008-05-23 11:00:00,%,ODOSat,100.2
2008-05-23 11:00:00,F,Water_Temperature,56.58
2008-05-23 11:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 11:00:00,mg/L,Dissolved_Oxygen,10.39
2008-05-23 11:00:00,V,Bat,14.5
2008-05-23 11:30:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 11:30:00,F,Water_Temperature,57.05
2008-05-23 11:30:00,%,ODOSat,100.6
2008-05-23 11:30:00,NTU+,Turb+,14.07
2008-05-23 11:30:00,mg/L,Dissolved_Oxygen,10.38
2008-05-23 11:30:00,V,Bat,14.5
2008-05-23 12:00:00,mg/L,Dissolved_Oxygen,10.38
2008-05-23 12:00:00,%,ODOSat,100.9
2008-05-23 12:00:00,NTU+,Turb+,14.57
2008-05-23 12:00:00,V,Bat,14.4
2008-05-23 12:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 12:00:00,F,Water_Temperature,57.29
2008-05-23 12:30:00,NTU+,Turb+,14.83
2008-05-23 12:30:00,%,ODOSat,101.2
2008-05-23 12:30:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 12:30:00,mg/L,Dissolved_Oxygen,10.37
2008-05-23 12:30:00,V,Bat,14.5
2008-05-23 12:30:00,F,Water_Temperature,57.6
2008-05-23 13:00:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 13:00:00,%,ODOSat,101.0
2008-05-23 13:00:00,NTU+,Turb+,13.4
2008-05-23 13:00:00,mg/L,Dissolved_Oxygen,10.39
2008-05-23 13:00:00,F,Water_Temperature,57.31
2008-05-23 13:00:00,V,Bat,14.5
2008-05-23 13:30:00,NTU+,Turb+,13.8
2008-05-23 13:30:00,V,Bat,14.3
2008-05-23 13:30:00,F,Water_Temperature,57.74
2008-05-23 13:30:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 13:30:00,mg/L,Dissolved_Oxygen,10.35
2008-05-23 13:30:00,%,ODOSat,101.2
2008-05-23 14:00:00,F,Water_Temperature,57.99
2008-05-23 14:00:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 14:00:00,V,Bat,14.5
2008-05-23 14:00:00,%,ODOSat,101.1
2008-05-23 14:00:00,mg/L,Dissolved_Oxygen,10.31
2008-05-23 14:00:00,NTU+,Turb+,13.97
2008-05-23 14:30:00,F,Water_Temperature,57.91
2008-05-23 14:30:00,NTU+,Turb+,13.93
2008-05-23 14:30:00,mg/L,Dissolved_Oxygen,10.31
2008-05-23 14:30:00,V,Bat,14.6
2008-05-23 14:30:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 14:30:00,%,ODOSat,101.0
2008-05-23 15:00:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 15:00:00,NTU+,Turb+,14.37
2008-05-23 15:00:00,V,Bat,14.5
2008-05-23 15:00:00,mg/L,Dissolved_Oxygen,10.27
2008-05-23 15:00:00,%,ODOSat,100.6
2008-05-23 15:00:00,F,Water_Temperature,57.94
2008-05-23 15:30:00,mg/L,Dissolved_Oxygen,10.25
2008-05-23 15:30:00,F,Water_Temperature,57.84
2008-05-23 15:30:00,V,Bat,14.5
2008-05-23 15:30:00,%,ODOSat,100.4
2008-05-23 15:30:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 15:30:00,NTU+,Turb+,14.8
2008-05-23 16:00:00,ÂµS/cm,Sp Cond,299.0
2008-05-23 16:00:00,mg/L,Dissolved_Oxygen,10.22
2008-05-23 16:00:00,NTU+,Turb+,16.17
2008-05-23 16:00:00,V,Bat,14.1
2008-05-23 16:00:00,F,Water_Temperature,57.78
2008-05-23 16:00:00,%,ODOSat,100.0
2008-05-23 16:30:00,ÂµS/cm,Sp Cond,300.0
2008-05-23 16:30:00,F,Water_Temperature,57.78
2008-05-23 16:30:00,%,ODOSat,99.4
2008-05-23 16:30:00,V,Bat,13.6
2008-05-23 16:30:00,NTU+,Turb+,15.43
2008-05-23 16:30:00,mg/L,Dissolved_Oxygen,10.16
2008-05-23 17:00:00,ÂµS/cm,Sp Cond,300.0
