times,Units,parameter,value
2010-10-07 02:00:00,F,Water_Temperature,67.4
2010-10-07 02:00:00,%,ODOSat,14.6
2010-10-07 02:00:00,ÂµS/cm,Sp Cond,5808.0
2010-10-07 02:30:00,%,ODOSat,14.7
2010-10-07 02:30:00,NTU+,Turb+,10.13
2010-10-07 02:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-07 02:30:00,F,Water_Temperature,67.12
2010-10-07 02:30:00,V,Bat,13.7
2010-10-07 02:30:00,ÂµS/cm,Sp Cond,5816.0
2010-10-07 03:00:00,ÂµS/cm,Sp Cond,5818.0
2010-10-07 03:00:00,NTU+,Turb+,10.67
2010-10-07 03:00:00,%,ODOSat,14.7
2010-10-07 03:00:00,F,Water_Temperature,67.04
2010-10-07 03:00:00,mg/L,Dissolved_Oxygen,1.32
2010-10-07 03:00:00,V,Bat,13.7
2010-10-07 03:30:00,V,Bat,13.7
2010-10-07 03:30:00,NTU+,Turb+,10.6
2010-10-07 03:30:00,F,Water_Temperature,67.0
2010-10-07 03:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-07 03:30:00,ÂµS/cm,Sp Cond,5820.0
2010-10-07 03:30:00,%,ODOSat,14.6
2010-10-07 04:00:00,V,Bat,13.7
2010-10-07 04:00:00,%,ODOSat,14.9
2010-10-07 04:00:00,F,Water_Temperature,66.45
2010-10-07 04:00:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 04:00:00,NTU+,Turb+,16.4
2010-10-07 04:00:00,ÂµS/cm,Sp Cond,5832.0
2010-10-07 04:30:00,ÂµS/cm,Sp Cond,5824.0
2010-10-07 04:30:00,%,ODOSat,14.8
2010-10-07 04:30:00,NTU+,Turb+,11.7
2010-10-07 04:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 04:30:00,V,Bat,13.7
2010-10-07 04:30:00,F,Water_Temperature,66.68
2010-10-07 05:00:00,V,Bat,14.0
2010-10-07 05:00:00,NTU+,Turb+,8.43
2010-10-07 05:00:00,ÂµS/cm,Sp Cond,5817.0
2010-10-07 05:00:00,%,ODOSat,14.7
2010-10-07 05:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-07 05:00:00,F,Water_Temperature,66.94
2010-10-07 05:30:00,F,Water_Temperature,67.54
2010-10-07 05:30:00,%,ODOSat,14.6
2010-10-07 05:30:00,ÂµS/cm,Sp Cond,5801.0
2010-10-07 05:30:00,V,Bat,14.4
2010-10-07 05:30:00,NTU+,Turb+,5.97
2010-10-07 05:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 06:00:00,F,Water_Temperature,67.97
2010-10-07 06:00:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 06:00:00,NTU+,Turb+,5.1
2010-10-07 06:00:00,%,ODOSat,14.6
2010-10-07 06:00:00,ÂµS/cm,Sp Cond,5791.0
2010-10-07 06:00:00,V,Bat,14.4
2010-10-07 06:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 06:30:00,%,ODOSat,14.6
2010-10-07 06:30:00,ÂµS/cm,Sp Cond,5791.0
2010-10-07 06:30:00,NTU+,Turb+,4.73
2010-10-07 06:30:00,F,Water_Temperature,68.0
2010-10-07 06:30:00,V,Bat,14.4
2010-10-07 07:00:00,F,Water_Temperature,67.66
2010-10-07 07:00:00,mg/L,Dissolved_Oxygen,1.32
2010-10-07 07:00:00,V,Bat,14.6
2010-10-07 07:00:00,NTU+,Turb+,6.33
2010-10-07 07:00:00,ÂµS/cm,Sp Cond,5798.0
2010-10-07 07:00:00,%,ODOSat,14.8
2010-10-07 07:30:00,F,Water_Temperature,67.58
2010-10-07 07:30:00,NTU+,Turb+,5.63
2010-10-07 07:30:00,mg/L,Dissolved_Oxygen,1.33
2010-10-07 07:30:00,ÂµS/cm,Sp Cond,5801.0
2010-10-07 07:30:00,V,Bat,14.8
2010-10-07 07:30:00,%,ODOSat,14.9
2010-10-07 08:00:00,V,Bat,16.3
2010-10-07 08:30:00,F,Water_Temperature,67.91
2010-10-07 08:30:00,%,ODOSat,15.0
2010-10-07 08:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 08:30:00,ÂµS/cm,Sp Cond,5799.0
2010-10-07 08:30:00,NTU+,Turb+,5.9
2010-10-07 08:30:00,V,Bat,15.2
2010-10-07 09:00:00,F,Water_Temperature,68.26
2010-10-07 09:00:00,%,ODOSat,15.0
2010-10-07 09:00:00,V,Bat,15.5
2010-10-07 09:00:00,ÂµS/cm,Sp Cond,5834.0
2010-10-07 09:00:00,NTU+,Turb+,6.53
2010-10-07 09:00:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 09:30:00,V,Bat,15.1
2010-10-07 09:30:00,F,Water_Temperature,68.37
2010-10-07 09:30:00,%,ODOSat,15.1
2010-10-07 09:30:00,ÂµS/cm,Sp Cond,5807.0
2010-10-07 09:30:00,NTU+,Turb+,6.1
2010-10-07 09:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 10:00:00,V,Bat,15.7
2010-10-07 10:30:00,V,Bat,15.3
2010-10-07 10:30:00,%,ODOSat,15.2
2010-10-07 10:30:00,ÂµS/cm,Sp Cond,5790.0
2010-10-07 10:30:00,NTU+,Turb+,5.23
2010-10-07 10:30:00,F,Water_Temperature,68.69
2010-10-07 10:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 11:00:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 11:00:00,NTU+,Turb+,6.07
2010-10-07 11:00:00,%,ODOSat,15.2
2010-10-07 11:00:00,ÂµS/cm,Sp Cond,5799.0
2010-10-07 11:00:00,V,Bat,15.0
2010-10-07 11:00:00,F,Water_Temperature,68.5
2010-10-07 11:30:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 11:30:00,ÂµS/cm,Sp Cond,5804.0
2010-10-07 11:30:00,V,Bat,14.8
2010-10-07 11:30:00,%,ODOSat,15.2
2010-10-07 11:30:00,NTU+,Turb+,5.93
2010-10-07 11:30:00,F,Water_Temperature,68.37
2010-10-07 12:00:00,ÂµS/cm,Sp Cond,5808.0
2010-10-07 12:00:00,NTU+,Turb+,6.53
2010-10-07 12:00:00,%,ODOSat,15.2
2010-10-07 12:00:00,V,Bat,14.7
2010-10-07 12:00:00,F,Water_Temperature,68.31
2010-10-07 12:00:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 12:30:00,NTU+,Turb+,7.47
2010-10-07 12:30:00,F,Water_Temperature,68.35
2010-10-07 12:30:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 12:30:00,ÂµS/cm,Sp Cond,5806.0
2010-10-07 12:30:00,%,ODOSat,15.2
2010-10-07 12:30:00,V,Bat,14.8
2010-10-07 13:00:00,%,ODOSat,15.2
2010-10-07 13:00:00,F,Water_Temperature,68.33
2010-10-07 13:00:00,mg/L,Dissolved_Oxygen,1.36
2010-10-07 13:00:00,V,Bat,14.7
2010-10-07 13:00:00,ÂµS/cm,Sp Cond,5810.0
2010-10-07 13:00:00,NTU+,Turb+,7.27
2010-10-07 13:30:00,ÂµS/cm,Sp Cond,5814.0
2010-10-07 13:30:00,F,Water_Temperature,68.27
2010-10-07 13:30:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 13:30:00,NTU+,Turb+,6.3
2010-10-07 13:30:00,V,Bat,14.8
2010-10-07 13:30:00,%,ODOSat,15.2
2010-10-07 14:00:00,F,Water_Temperature,68.25
2010-10-07 14:00:00,V,Bat,14.8
2010-10-07 14:00:00,NTU+,Turb+,6.6
2010-10-07 14:00:00,%,ODOSat,15.2
2010-10-07 14:00:00,mg/L,Dissolved_Oxygen,1.36
2010-10-07 14:00:00,ÂµS/cm,Sp Cond,5818.0
2010-10-07 14:30:00,V,Bat,14.7
2010-10-07 14:30:00,%,ODOSat,15.2
2010-10-07 14:30:00,F,Water_Temperature,68.25
2010-10-07 14:30:00,ÂµS/cm,Sp Cond,5819.0
2010-10-07 14:30:00,NTU+,Turb+,6.33
2010-10-07 14:30:00,mg/L,Dissolved_Oxygen,1.36
2010-10-07 15:00:00,ÂµS/cm,Sp Cond,5807.0
2010-10-07 15:00:00,mg/L,Dissolved_Oxygen,1.35
2010-10-07 15:00:00,NTU+,Turb+,7.4
2010-10-07 15:00:00,V,Bat,14.5
2010-10-07 15:00:00,F,Water_Temperature,68.51
2010-10-07 15:00:00,%,ODOSat,15.2
2010-10-07 15:30:00,F,Water_Temperature,69.1
2010-10-07 15:30:00,V,Bat,14.6
2010-10-07 15:30:00,%,ODOSat,15.2
2010-10-07 15:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 15:30:00,ÂµS/cm,Sp Cond,5776.0
2010-10-07 15:30:00,NTU+,Turb+,3.8
2010-10-07 16:00:00,%,ODOSat,15.1
2010-10-07 16:00:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 16:00:00,F,Water_Temperature,68.69
2010-10-07 16:00:00,V,Bat,14.4
2010-10-07 16:00:00,NTU+,Turb+,5.4
2010-10-07 16:00:00,ÂµS/cm,Sp Cond,5796.0
2010-10-07 16:30:00,F,Water_Temperature,69.09
2010-10-07 16:30:00,%,ODOSat,15.1
2010-10-07 16:30:00,ÂµS/cm,Sp Cond,5773.0
2010-10-07 16:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-07 16:30:00,V,Bat,14.1
2010-10-07 16:30:00,NTU+,Turb+,4.4
2010-10-07 17:00:00,%,ODOSat,15.1
2010-10-07 17:00:00,F,Water_Temperature,69.05
2010-10-07 17:00:00,V,Bat,13.8
2010-10-07 17:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-07 17:00:00,NTU+,Turb+,3.93
2010-10-07 17:00:00,ÂµS/cm,Sp Cond,5776.0
2010-10-07 17:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-07 17:30:00,ÂµS/cm,Sp Cond,5777.0
2010-10-07 17:30:00,NTU+,Turb+,3.7
2010-10-07 17:30:00,%,ODOSat,15.0
2010-10-07 17:30:00,V,Bat,13.8
2010-10-07 17:30:00,F,Water_Temperature,68.9
2010-10-07 18:00:00,F,Water_Temperature,69.54
2010-10-07 18:00:00,V,Bat,13.8
2010-10-07 18:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 18:00:00,ÂµS/cm,Sp Cond,5752.0
2010-10-07 18:00:00,NTU+,Turb+,2.03
2010-10-07 18:00:00,%,ODOSat,14.9
2010-10-07 18:30:00,ÂµS/cm,Sp Cond,5780.0
2010-10-07 18:30:00,V,Bat,13.8
2010-10-07 18:30:00,F,Water_Temperature,69.31
2010-10-07 18:30:00,NTU+,Turb+,2.73
2010-10-07 18:30:00,%,ODOSat,14.9
2010-10-07 18:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 19:00:00,F,Water_Temperature,69.36
2010-10-07 19:00:00,ÂµS/cm,Sp Cond,5751.0
2010-10-07 19:00:00,%,ODOSat,14.9
2010-10-07 19:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 19:00:00,NTU+,Turb+,1.77
2010-10-07 19:00:00,V,Bat,13.8
2010-10-07 19:30:00,%,ODOSat,14.8
2010-10-07 19:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 19:30:00,F,Water_Temperature,69.23
2010-10-07 19:30:00,NTU+,Turb+,1.83
2010-10-07 19:30:00,V,Bat,13.8
2010-10-07 19:30:00,ÂµS/cm,Sp Cond,5754.0
2010-10-07 20:00:00,F,Water_Temperature,69.06
2010-10-07 20:00:00,%,ODOSat,14.8
2010-10-07 20:00:00,ÂµS/cm,Sp Cond,5791.0
2010-10-07 20:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 20:00:00,NTU+,Turb+,2.0
2010-10-07 20:00:00,V,Bat,13.8
2010-10-07 20:30:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 20:30:00,%,ODOSat,14.8
2010-10-07 20:30:00,NTU+,Turb+,2.93
2010-10-07 20:30:00,F,Water_Temperature,68.96
2010-10-07 20:30:00,V,Bat,13.8
2010-10-07 20:30:00,ÂµS/cm,Sp Cond,5759.0
2010-10-07 21:00:00,ÂµS/cm,Sp Cond,5760.0
2010-10-07 21:00:00,F,Water_Temperature,68.96
2010-10-07 21:00:00,%,ODOSat,14.8
2010-10-07 21:00:00,NTU+,Turb+,2.7
2010-10-07 21:00:00,V,Bat,13.8
2010-10-07 21:00:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 21:30:00,V,Bat,13.8
2010-10-07 21:30:00,NTU+,Turb+,3.87
2010-10-07 21:30:00,F,Water_Temperature,68.87
2010-10-07 21:30:00,ÂµS/cm,Sp Cond,5763.0
2010-10-07 21:30:00,%,ODOSat,14.7
2010-10-07 21:30:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 22:00:00,V,Bat,13.8
2010-10-07 22:00:00,ÂµS/cm,Sp Cond,5766.0
2010-10-07 22:00:00,F,Water_Temperature,68.74
2010-10-07 22:00:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 22:00:00,%,ODOSat,14.7
2010-10-07 22:00:00,NTU+,Turb+,4.33
2010-10-07 22:30:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 22:30:00,NTU+,Turb+,4.47
2010-10-07 22:30:00,F,Water_Temperature,68.55
2010-10-07 22:30:00,V,Bat,13.8
2010-10-07 22:30:00,%,ODOSat,14.7
2010-10-07 22:30:00,ÂµS/cm,Sp Cond,5775.0
2010-10-07 23:00:00,NTU+,Turb+,5.37
2010-10-07 23:00:00,%,ODOSat,14.7
2010-10-07 23:00:00,mg/L,Dissolved_Oxygen,1.3
2010-10-07 23:00:00,V,Bat,13.7
2010-10-07 23:00:00,F,Water_Temperature,68.33
2010-10-07 23:00:00,ÂµS/cm,Sp Cond,5776.0
2010-10-07 23:30:00,NTU+,Turb+,4.37
2010-10-07 23:30:00,F,Water_Temperature,68.07
2010-10-07 23:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-07 23:30:00,ÂµS/cm,Sp Cond,5784.0
2010-10-07 23:30:00,%,ODOSat,14.7
2010-10-07 23:30:00,V,Bat,13.8
2010-10-08 00:00:00,NTU+,Turb+,3.57
2010-10-08 00:00:00,ÂµS/cm,Sp Cond,5789.0
2010-10-08 00:00:00,V,Bat,13.7
2010-10-08 00:00:00,F,Water_Temperature,67.93
2010-10-08 00:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 00:00:00,%,ODOSat,14.6
2010-10-08 00:30:00,F,Water_Temperature,67.9
2010-10-08 00:30:00,NTU+,Turb+,3.03
2010-10-08 00:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 00:30:00,V,Bat,13.7
2010-10-08 00:30:00,ÂµS/cm,Sp Cond,5787.0
2010-10-08 00:30:00,%,ODOSat,14.6
2010-10-08 01:00:00,%,ODOSat,14.6
2010-10-08 01:00:00,NTU+,Turb+,4.37
2010-10-08 01:00:00,ÂµS/cm,Sp Cond,5791.0
2010-10-08 01:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 01:00:00,F,Water_Temperature,67.77
2010-10-08 01:00:00,V,Bat,13.7
2010-10-08 01:30:00,NTU+,Turb+,5.4
2010-10-08 01:30:00,ÂµS/cm,Sp Cond,5803.0
2010-10-08 01:30:00,F,Water_Temperature,67.56
2010-10-08 01:30:00,%,ODOSat,14.6
2010-10-08 01:30:00,V,Bat,13.7
2010-10-08 01:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 02:00:00,F,Water_Temperature,67.41
2010-10-08 02:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 02:00:00,V,Bat,13.7
2010-10-08 02:00:00,NTU+,Turb+,4.6
2010-10-08 02:00:00,%,ODOSat,14.5
2010-10-08 02:00:00,ÂµS/cm,Sp Cond,5807.0
2010-10-08 02:30:00,F,Water_Temperature,67.28
2010-10-08 02:30:00,NTU+,Turb+,4.67
2010-10-08 02:30:00,V,Bat,13.7
2010-10-08 02:30:00,ÂµS/cm,Sp Cond,5810.0
2010-10-08 02:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 02:30:00,%,ODOSat,14.5
2010-10-08 03:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 03:00:00,NTU+,Turb+,4.9
2010-10-08 03:00:00,F,Water_Temperature,67.18
2010-10-08 03:00:00,V,Bat,13.7
2010-10-08 03:00:00,ÂµS/cm,Sp Cond,5813.0
2010-10-08 03:00:00,%,ODOSat,14.5
2010-10-08 03:30:00,%,ODOSat,14.5
2010-10-08 03:30:00,ÂµS/cm,Sp Cond,5814.0
2010-10-08 03:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 03:30:00,F,Water_Temperature,67.12
2010-10-08 03:30:00,NTU+,Turb+,4.73
2010-10-08 03:30:00,V,Bat,13.7
2010-10-08 04:00:00,%,ODOSat,14.5
2010-10-08 04:00:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 04:00:00,F,Water_Temperature,67.03
2010-10-08 04:00:00,V,Bat,13.6
2010-10-08 04:00:00,ÂµS/cm,Sp Cond,5815.0
2010-10-08 04:00:00,NTU+,Turb+,4.67
2010-10-08 04:30:00,%,ODOSat,14.6
2010-10-08 04:30:00,mg/L,Dissolved_Oxygen,1.31
2010-10-08 04:30:00,ÂµS/cm,Sp Cond,5813.0
2010-10-08 04:30:00,NTU+,Turb+,4.77
2010-10-08 04:30:00,V,Bat,13.7
2010-10-08 04:30:00,F,Water_Temperature,67.05
2010-10-08 05:00:00,%,ODOSat,14.6
2010-10-08 05:00:00,V,Bat,14.1
2010-10-08 05:00:00,ÂµS/cm,Sp Cond,5819.0
2010-10-08 05:00:00,F,Water_Temperature,66.92
2010-10-08 05:00:00,NTU+,Turb+,4.8
2010-10-08 05:00:00,mg/L,Dissolved_Oxygen,1.32
2010-10-08 05:30:00,%,ODOSat,14.6
2010-10-08 05:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-08 05:30:00,ÂµS/cm,Sp Cond,5821.0
2010-10-08 05:30:00,F,Water_Temperature,66.87
2010-10-08 05:30:00,V,Bat,14.3
2010-10-08 05:30:00,NTU+,Turb+,6.0
2010-10-08 06:00:00,NTU+,Turb+,5.07
2010-10-08 06:00:00,ÂµS/cm,Sp Cond,5820.0
2010-10-08 06:00:00,F,Water_Temperature,66.91
2010-10-08 06:00:00,V,Bat,14.5
2010-10-08 06:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 06:00:00,%,ODOSat,14.7
2010-10-08 06:30:00,%,ODOSat,14.8
2010-10-08 06:30:00,ÂµS/cm,Sp Cond,5813.0
2010-10-08 06:30:00,V,Bat,14.7
2010-10-08 06:30:00,F,Water_Temperature,67.16
2010-10-08 06:30:00,NTU+,Turb+,4.37
2010-10-08 06:30:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 07:00:00,ÂµS/cm,Sp Cond,5808.0
2010-10-08 07:00:00,NTU+,Turb+,4.4
2010-10-08 07:00:00,%,ODOSat,14.8
2010-10-08 07:00:00,mg/L,Dissolved_Oxygen,1.34
2010-10-08 07:00:00,F,Water_Temperature,67.39
2010-10-08 07:00:00,V,Bat,15.3
2010-10-08 07:30:00,F,Water_Temperature,67.57
2010-10-08 07:30:00,ÂµS/cm,Sp Cond,5807.0
2010-10-08 07:30:00,NTU+,Turb+,4.5
2010-10-08 07:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-08 07:30:00,V,Bat,15.6
2010-10-08 07:30:00,%,ODOSat,15.0
2010-10-08 08:00:00,ÂµS/cm,Sp Cond,5813.0
2010-10-08 08:00:00,NTU+,Turb+,4.43
2010-10-08 08:00:00,F,Water_Temperature,67.68
2010-10-08 08:00:00,V,Bat,15.5
2010-10-08 08:00:00,mg/L,Dissolved_Oxygen,1.35
2010-10-08 08:00:00,%,ODOSat,15.0
2010-10-08 08:30:00,mg/L,Dissolved_Oxygen,1.35
2010-10-08 08:30:00,F,Water_Temperature,67.77
2010-10-08 08:30:00,ÂµS/cm,Sp Cond,5822.0
2010-10-08 08:30:00,NTU+,Turb+,5.03
2010-10-08 08:30:00,V,Bat,15.5
2010-10-08 08:30:00,%,ODOSat,15.1
2010-10-08 09:00:00,%,ODOSat,15.3
2010-10-08 09:00:00,mg/L,Dissolved_Oxygen,1.36
2010-10-08 09:00:00,ÂµS/cm,Sp Cond,5831.0
2010-10-08 09:00:00,F,Water_Temperature,67.82
2010-10-08 09:00:00,V,Bat,15.5
2010-10-08 09:00:00,NTU+,Turb+,6.3
2010-10-08 09:30:00,F,Water_Temperature,67.97
2010-10-08 09:30:00,ÂµS/cm,Sp Cond,5839.0
2010-10-08 09:30:00,%,ODOSat,15.3
2010-10-08 09:30:00,mg/L,Dissolved_Oxygen,1.37
2010-10-08 09:30:00,V,Bat,15.6
2010-10-08 09:30:00,NTU+,Turb+,6.8
2010-10-08 10:00:00,NTU+,Turb+,6.73
2010-10-08 10:00:00,mg/L,Dissolved_Oxygen,1.37
2010-10-08 10:00:00,ÂµS/cm,Sp Cond,5847.0
2010-10-08 10:00:00,F,Water_Temperature,68.08
2010-10-08 10:00:00,V,Bat,15.5
2010-10-08 10:00:00,%,ODOSat,15.4
2010-10-08 10:30:00,ÂµS/cm,Sp Cond,5844.0
2010-10-08 10:30:00,NTU+,Turb+,7.13
2010-10-08 10:30:00,V,Bat,15.5
2010-10-08 10:30:00,F,Water_Temperature,68.3
2010-10-08 10:30:00,mg/L,Dissolved_Oxygen,1.38
2010-10-08 10:30:00,%,ODOSat,15.5
2010-10-08 11:00:00,ÂµS/cm,Sp Cond,5848.0
2010-10-08 11:00:00,F,Water_Temperature,68.5
2010-10-08 11:00:00,V,Bat,15.5
2010-10-08 11:00:00,%,ODOSat,15.5
2010-10-08 11:00:00,mg/L,Dissolved_Oxygen,1.38
2010-10-08 11:00:00,NTU+,Turb+,7.1
2010-10-08 11:30:00,V,Bat,15.4
2010-10-08 11:30:00,ÂµS/cm,Sp Cond,5858.0
2010-10-08 11:30:00,mg/L,Dissolved_Oxygen,1.38
2010-10-08 11:30:00,NTU+,Turb+,9.0
2010-10-08 11:30:00,F,Water_Temperature,68.72
2010-10-08 11:30:00,%,ODOSat,15.6
2010-10-08 12:00:00,mg/L,Dissolved_Oxygen,1.38
2010-10-08 12:00:00,NTU+,Turb+,8.63
2010-10-08 12:00:00,V,Bat,15.4
2010-10-08 12:00:00,F,Water_Temperature,69.0
2010-10-08 12:00:00,ÂµS/cm,Sp Cond,5862.0
2010-10-08 12:00:00,%,ODOSat,15.6
2010-10-08 12:30:00,F,Water_Temperature,69.21
2010-10-08 12:30:00,V,Bat,15.3
2010-10-08 12:30:00,mg/L,Dissolved_Oxygen,1.38
2010-10-08 12:30:00,%,ODOSat,15.6
2010-10-08 12:30:00,ÂµS/cm,Sp Cond,5870.0
2010-10-08 12:30:00,NTU+,Turb+,7.93
2010-10-08 13:00:00,ÂµS/cm,Sp Cond,5877.0
2010-10-08 13:00:00,F,Water_Temperature,69.32
2010-10-08 13:00:00,mg/L,Dissolved_Oxygen,1.37
2010-10-08 13:00:00,NTU+,Turb+,8.8
2010-10-08 13:00:00,V,Bat,15.2
2010-10-08 13:00:00,%,ODOSat,15.6
2010-10-08 13:30:00,mg/L,Dissolved_Oxygen,1.37
2010-10-08 13:30:00,F,Water_Temperature,69.41
2010-10-08 13:30:00,NTU+,Turb+,10.0
2010-10-08 13:30:00,%,ODOSat,15.6
2010-10-08 13:30:00,ÂµS/cm,Sp Cond,5952.0
2010-10-08 13:30:00,V,Bat,15.1
2010-10-08 14:00:00,F,Water_Temperature,69.51
2010-10-08 14:00:00,NTU+,Turb+,12.1
2010-10-08 14:00:00,%,ODOSat,15.6
2010-10-08 14:00:00,V,Bat,14.7
2010-10-08 14:00:00,mg/L,Dissolved_Oxygen,1.37
2010-10-08 14:00:00,ÂµS/cm,Sp Cond,5907.0
2010-10-08 14:30:00,%,ODOSat,15.5
2010-10-08 14:30:00,ÂµS/cm,Sp Cond,5906.0
2010-10-08 14:30:00,V,Bat,14.3
2010-10-08 14:30:00,NTU+,Turb+,13.2
2010-10-08 14:30:00,mg/L,Dissolved_Oxygen,1.36
2010-10-08 14:30:00,F,Water_Temperature,69.58
2010-10-08 15:00:00,V,Bat,14.0
2010-10-08 15:00:00,NTU+,Turb+,12.83
2010-10-08 15:00:00,mg/L,Dissolved_Oxygen,1.34
2010-10-08 15:00:00,F,Water_Temperature,69.73
2010-10-08 15:00:00,%,ODOSat,15.3
2010-10-08 15:00:00,ÂµS/cm,Sp Cond,5904.0
2010-10-08 15:30:00,ÂµS/cm,Sp Cond,5895.0
2010-10-08 15:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-08 15:30:00,V,Bat,13.8
2010-10-08 15:30:00,F,Water_Temperature,69.68
2010-10-08 15:30:00,%,ODOSat,15.3
2010-10-08 15:30:00,NTU+,Turb+,15.1
2010-10-08 16:00:00,ÂµS/cm,Sp Cond,5893.0
2010-10-08 16:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 16:00:00,F,Water_Temperature,69.72
2010-10-08 16:00:00,%,ODOSat,15.2
2010-10-08 16:00:00,V,Bat,13.8
2010-10-08 16:00:00,NTU+,Turb+,16.93
2010-10-08 16:30:00,ÂµS/cm,Sp Cond,5876.0
2010-10-08 16:30:00,mg/L,Dissolved_Oxygen,1.34
2010-10-08 16:30:00,V,Bat,13.8
2010-10-08 16:30:00,F,Water_Temperature,69.7
2010-10-08 16:30:00,%,ODOSat,15.2
2010-10-08 16:30:00,NTU+,Turb+,13.63
2010-10-08 17:00:00,NTU+,Turb+,14.27
2010-10-08 17:00:00,ÂµS/cm,Sp Cond,5869.0
2010-10-08 17:00:00,F,Water_Temperature,69.71
2010-10-08 17:00:00,V,Bat,13.8
2010-10-08 17:00:00,%,ODOSat,15.2
2010-10-08 17:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 17:30:00,F,Water_Temperature,69.67
2010-10-08 17:30:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 17:30:00,ÂµS/cm,Sp Cond,5863.0
2010-10-08 17:30:00,%,ODOSat,15.2
2010-10-08 17:30:00,V,Bat,13.8
2010-10-08 17:30:00,NTU+,Turb+,15.87
2010-10-08 18:00:00,mg/L,Dissolved_Oxygen,1.33
2010-10-08 18:00:00,F,Water_Temperature,69.69
2010-10-08 18:00:00,%,ODOSat,15.1
2010-10-08 18:00:00,ÂµS/cm,Sp Cond,5869.0
2010-10-08 18:00:00,V,Bat,13.8
2010-10-08 18:00:00,NTU+,Turb+,16.97
2010-10-08 18:30:00,V,Bat,13.8
2010-10-08 18:30:00,NTU+,Turb+,20.77
2010-10-08 18:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-08 18:30:00,%,ODOSat,15.1
2010-10-08 18:30:00,ÂµS/cm,Sp Cond,5869.0
2010-10-08 18:30:00,F,Water_Temperature,69.69
2010-10-08 19:00:00,%,ODOSat,15.1
2010-10-08 19:00:00,ÂµS/cm,Sp Cond,5873.0
2010-10-08 19:00:00,NTU+,Turb+,23.3
2010-10-08 19:00:00,F,Water_Temperature,69.71
2010-10-08 19:00:00,V,Bat,13.8
2010-10-08 19:00:00,mg/L,Dissolved_Oxygen,1.32
2010-10-08 19:30:00,ÂµS/cm,Sp Cond,5919.0
2010-10-08 19:30:00,NTU+,Turb+,21.83
2010-10-08 19:30:00,F,Water_Temperature,69.7
2010-10-08 19:30:00,V,Bat,13.8
2010-10-08 19:30:00,mg/L,Dissolved_Oxygen,1.32
2010-10-08 19:30:00,%,ODOSat,15.1
2010-10-08 20:00:00,%,ODOSat,15.1
2010-10-08 20:00:00,F,Water_Temperature,69.68
2010-10-08 20:00:00,V,Bat,13.8
