times,Units,parameter,value
2011-06-20 16:00:00,%,ODOSat,102.0
2011-06-20 16:10:00,mg/L,ODO,10.49
2011-06-20 16:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 16:10:00,NTU+,Turb+,12.1
2011-06-20 16:10:00,%,ODOSat,103.8
2011-06-20 16:10:00,F,Temp,58.75
2011-06-20 16:20:00,mg/L,ODO,10.58
2011-06-20 16:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 16:20:00,%,ODOSat,104.6
2011-06-20 16:20:00,NTU+,Turb+,11.7
2011-06-20 16:20:00,F,Temp,58.65
2011-06-20 16:30:00,%,ODOSat,103.1
2011-06-20 16:30:00,NTU+,Turb+,9.9
2011-06-20 16:30:00,mg/L,ODO,10.42
2011-06-20 16:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 16:30:00,F,Temp,58.71
2011-06-20 16:30:00,V,Bat,12.6
2011-06-20 16:40:00,%,ODOSat,103.4
2011-06-20 16:40:00,F,Temp,58.63
2011-06-20 16:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 16:40:00,NTU+,Turb+,11.1
2011-06-20 16:40:00,mg/L,ODO,10.47
2011-06-20 16:50:00,F,Temp,58.46
2011-06-20 16:50:00,%,ODOSat,102.5
2011-06-20 16:50:00,mg/L,ODO,10.4
2011-06-20 16:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 16:50:00,NTU+,Turb+,11.8
2011-06-20 17:00:00,NTU+,Turb+,11.5
2011-06-20 17:00:00,F,Temp,58.54
2011-06-20 17:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:00:00,%,ODOSat,102.6
2011-06-20 17:00:00,mg/L,ODO,10.4
2011-06-20 17:00:00,V,Bat,12.3
2011-06-20 17:10:00,F,Temp,58.71
2011-06-20 17:10:00,%,ODOSat,103.3
2011-06-20 17:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:10:00,mg/L,ODO,10.44
2011-06-20 17:10:00,NTU+,Turb+,11.0
2011-06-20 17:20:00,NTU+,Turb+,10.2
2011-06-20 17:20:00,F,Temp,58.66
2011-06-20 17:20:00,%,ODOSat,103.3
2011-06-20 17:20:00,mg/L,ODO,10.45
2011-06-20 17:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:30:00,NTU+,Turb+,10.2
2011-06-20 17:30:00,V,Bat,12.0
2011-06-20 17:30:00,mg/L,ODO,10.5
2011-06-20 17:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:30:00,%,ODOSat,103.8
2011-06-20 17:30:00,F,Temp,58.73
2011-06-20 17:40:00,mg/L,ODO,10.4
2011-06-20 17:40:00,F,Temp,58.42
2011-06-20 17:40:00,NTU+,Turb+,10.9
2011-06-20 17:40:00,%,ODOSat,102.5
2011-06-20 17:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 17:50:00,F,Temp,58.58
2011-06-20 17:50:00,NTU+,Turb+,10.8
2011-06-20 17:50:00,mg/L,ODO,10.4
2011-06-20 17:50:00,%,ODOSat,102.7
2011-06-20 18:00:00,NTU+,Turb+,11.1
2011-06-20 18:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 18:00:00,%,ODOSat,102.5
2011-06-20 18:00:00,V,Bat,12.0
2011-06-20 18:00:00,mg/L,ODO,10.4
2011-06-20 18:00:00,F,Temp,58.4
2011-06-20 18:10:00,%,ODOSat,102.2
2011-06-20 18:10:00,F,Temp,58.43
2011-06-20 18:10:00,NTU+,Turb+,12.2
2011-06-20 18:10:00,mg/L,ODO,10.37
2011-06-20 18:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 18:20:00,%,ODOSat,102.2
2011-06-20 18:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 18:20:00,NTU+,Turb+,10.6
2011-06-20 18:20:00,F,Temp,58.45
2011-06-20 18:20:00,mg/L,ODO,10.36
2011-06-20 18:30:00,%,ODOSat,102.1
2011-06-20 18:30:00,NTU+,Turb+,13.1
2011-06-20 18:30:00,F,Temp,58.37
2011-06-20 18:30:00,V,Bat,12.0
2011-06-20 18:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 18:30:00,mg/L,ODO,10.37
2011-06-20 18:40:00,mg/L,ODO,10.34
2011-06-20 18:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-20 18:40:00,%,ODOSat,101.1
2011-06-20 18:40:00,NTU+,Turb+,10.2
2011-06-20 18:40:00,F,Temp,57.77
2011-06-20 18:50:00,mg/L,ODO,10.33
2011-06-20 18:50:00,%,ODOSat,100.9
2011-06-20 18:50:00,NTU+,Turb+,10.9
2011-06-20 18:50:00,F,Temp,57.67
2011-06-20 18:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:00:00,F,Temp,57.65
2011-06-20 19:00:00,NTU+,Turb+,13.5
2011-06-20 19:00:00,mg/L,ODO,10.3
2011-06-20 19:00:00,%,ODOSat,100.6
2011-06-20 19:00:00,V,Bat,12.0
2011-06-20 19:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:10:00,mg/L,ODO,10.37
2011-06-20 19:10:00,%,ODOSat,102.1
2011-06-20 19:10:00,NTU+,Turb+,9.2
2011-06-20 19:10:00,F,Temp,58.32
2011-06-20 19:20:00,NTU+,Turb+,7.4
2011-06-20 19:20:00,F,Temp,58.28
2011-06-20 19:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:20:00,mg/L,ODO,10.4
2011-06-20 19:20:00,%,ODOSat,102.3
2011-06-20 19:30:00,F,Temp,59.03
2011-06-20 19:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:30:00,mg/L,ODO,10.39
2011-06-20 19:30:00,NTU+,Turb+,8.2
2011-06-20 19:30:00,%,ODOSat,103.1
2011-06-20 19:30:00,V,Bat,11.9
2011-06-20 19:40:00,mg/L,ODO,10.45
2011-06-20 19:40:00,%,ODOSat,103.9
2011-06-20 19:40:00,NTU+,Turb+,6.6
2011-06-20 19:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:40:00,F,Temp,59.11
2011-06-20 19:50:00,F,Temp,59.56
2011-06-20 19:50:00,NTU+,Turb+,8.8
2011-06-20 19:50:00,%,ODOSat,104.1
2011-06-20 19:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 19:50:00,mg/L,ODO,10.42
2011-06-20 20:00:00,V,Bat,11.9
2011-06-20 20:00:00,NTU+,Turb+,7.9
2011-06-20 20:00:00,%,ODOSat,103.6
2011-06-20 20:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:00:00,mg/L,ODO,10.35
2011-06-20 20:00:00,F,Temp,59.7
2011-06-20 20:10:00,NTU+,Turb+,13.4
2011-06-20 20:10:00,mg/L,ODO,10.27
2011-06-20 20:10:00,%,ODOSat,103.2
2011-06-20 20:10:00,F,Temp,60.05
2011-06-20 20:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:20:00,F,Temp,59.98
2011-06-20 20:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:20:00,NTU+,Turb+,10.9
2011-06-20 20:20:00,mg/L,ODO,10.27
2011-06-20 20:20:00,%,ODOSat,103.1
2011-06-20 20:30:00,mg/L,ODO,10.28
2011-06-20 20:30:00,F,Temp,60.03
2011-06-20 20:30:00,V,Bat,11.9
2011-06-20 20:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:30:00,%,ODOSat,103.3
2011-06-20 20:30:00,NTU+,Turb+,8.9
2011-06-20 20:40:00,%,ODOSat,103.5
2011-06-20 20:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:40:00,F,Temp,59.91
2011-06-20 20:40:00,NTU+,Turb+,8.6
2011-06-20 20:40:00,mg/L,ODO,10.32
2011-06-20 20:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 20:50:00,NTU+,Turb+,6.3
2011-06-20 20:50:00,F,Temp,60.29
2011-06-20 20:50:00,%,ODOSat,103.6
2011-06-20 20:50:00,mg/L,ODO,10.28
2011-06-20 21:00:00,%,ODOSat,103.5
2011-06-20 21:00:00,F,Temp,60.14
2011-06-20 21:00:00,mg/L,ODO,10.29
2011-06-20 21:00:00,V,Bat,12.0
2011-06-20 21:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:00:00,NTU+,Turb+,7.6
2011-06-20 21:10:00,NTU+,Turb+,8.1
2011-06-20 21:10:00,mg/L,ODO,10.3
2011-06-20 21:10:00,F,Temp,60.01
2011-06-20 21:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:10:00,%,ODOSat,103.5
2011-06-20 21:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:20:00,NTU+,Turb+,7.7
2011-06-20 21:20:00,F,Temp,60.22
2011-06-20 21:20:00,mg/L,ODO,10.32
2011-06-20 21:20:00,%,ODOSat,103.9
2011-06-20 21:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:30:00,V,Bat,11.9
2011-06-20 21:30:00,mg/L,ODO,10.3
2011-06-20 21:30:00,%,ODOSat,103.8
2011-06-20 21:30:00,NTU+,Turb+,8.9
2011-06-20 21:30:00,F,Temp,60.28
2011-06-20 21:40:00,F,Temp,60.47
2011-06-20 21:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:40:00,mg/L,ODO,10.26
2011-06-20 21:40:00,NTU+,Turb+,6.5
2011-06-20 21:40:00,%,ODOSat,103.7
2011-06-20 21:50:00,mg/L,ODO,10.21
2011-06-20 21:50:00,NTU+,Turb+,8.7
2011-06-20 21:50:00,F,Temp,60.55
2011-06-20 21:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 21:50:00,%,ODOSat,103.3
2011-06-20 22:00:00,F,Temp,60.49
2011-06-20 22:00:00,NTU+,Turb+,9.6
2011-06-20 22:00:00,V,Bat,11.9
2011-06-20 22:00:00,%,ODOSat,103.2
2011-06-20 22:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 22:00:00,mg/L,ODO,10.22
2011-06-20 22:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 22:10:00,NTU+,Turb+,9.8
2011-06-20 22:10:00,F,Temp,60.56
2011-06-20 22:10:00,%,ODOSat,103.7
2011-06-20 22:10:00,mg/L,ODO,10.25
2011-06-20 22:20:00,F,Temp,60.6
2011-06-20 22:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-20 22:20:00,NTU+,Turb+,7.8
2011-06-20 22:20:00,mg/L,ODO,10.21
2011-06-20 22:20:00,%,ODOSat,103.2
2011-06-20 22:30:00,V,Bat,11.9
2011-06-20 22:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 22:30:00,%,ODOSat,103.9
2011-06-20 22:30:00,F,Temp,60.26
2011-06-20 22:30:00,mg/L,ODO,10.32
2011-06-20 22:30:00,NTU+,Turb+,8.8
2011-06-20 22:40:00,%,ODOSat,103.3
2011-06-20 22:40:00,F,Temp,60.37
2011-06-20 22:40:00,NTU+,Turb+,8.4
2011-06-20 22:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 22:40:00,mg/L,ODO,10.24
2011-06-20 22:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 22:50:00,F,Temp,60.47
2011-06-20 22:50:00,%,ODOSat,102.0
2011-06-20 22:50:00,NTU+,Turb+,8.8
2011-06-20 22:50:00,mg/L,ODO,10.1
2011-06-20 23:00:00,mg/L,ODO,10.11
2011-06-20 23:00:00,%,ODOSat,102.2
2011-06-20 23:00:00,F,Temp,60.59
2011-06-20 23:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:00:00,V,Bat,11.9
2011-06-20 23:00:00,NTU+,Turb+,9.6
2011-06-20 23:10:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:10:00,NTU+,Turb+,8.1
2011-06-20 23:10:00,mg/L,ODO,10.13
2011-06-20 23:10:00,F,Temp,60.51
2011-06-20 23:10:00,%,ODOSat,102.3
2011-06-20 23:20:00,NTU+,Turb+,8.7
2011-06-20 23:20:00,mg/L,ODO,10.11
2011-06-20 23:20:00,F,Temp,60.39
2011-06-20 23:20:00,%,ODOSat,102.1
2011-06-20 23:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:30:00,NTU+,Turb+,8.9
2011-06-20 23:30:00,mg/L,ODO,10.15
2011-06-20 23:30:00,%,ODOSat,102.2
2011-06-20 23:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:30:00,V,Bat,11.8
2011-06-20 23:30:00,F,Temp,60.16
2011-06-20 23:40:00,F,Temp,60.0
2011-06-20 23:40:00,%,ODOSat,101.8
2011-06-20 23:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:40:00,mg/L,ODO,10.14
2011-06-20 23:40:00,NTU+,Turb+,10.3
2011-06-20 23:50:00,F,Temp,60.22
2011-06-20 23:50:00,%,ODOSat,101.5
2011-06-20 23:50:00,NTU+,Turb+,12.8
2011-06-20 23:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-20 23:50:00,mg/L,ODO,10.08
2011-06-21 00:00:00,F,Temp,60.16
2011-06-21 00:00:00,%,ODOSat,102.0
2011-06-21 00:00:00,NTU+,Turb+,9.4
2011-06-21 00:00:00,V,Bat,11.9
2011-06-21 00:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 00:00:00,mg/L,ODO,10.14
2011-06-21 00:10:00,F,Temp,59.93
2011-06-21 00:10:00,%,ODOSat,101.7
2011-06-21 00:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 00:10:00,mg/L,ODO,10.13
2011-06-21 00:10:00,NTU+,Turb+,13.9
2011-06-21 00:20:00,F,Temp,60.12
2011-06-21 00:20:00,NTU+,Turb+,8.9
2011-06-21 00:20:00,%,ODOSat,101.9
2011-06-21 00:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 00:20:00,mg/L,ODO,10.13
2011-06-21 00:30:00,%,ODOSat,101.8
2011-06-21 00:30:00,NTU+,Turb+,11.4
2011-06-21 00:30:00,V,Bat,11.9
2011-06-21 00:30:00,F,Temp,60.05
2011-06-21 00:30:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 00:30:00,mg/L,ODO,10.13
2011-06-21 00:40:00,NTU+,Turb+,8.5
2011-06-21 00:40:00,F,Temp,59.82
2011-06-21 00:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 00:40:00,mg/L,ODO,10.09
2011-06-21 00:40:00,%,ODOSat,101.1
2011-06-21 00:50:00,F,Temp,60.26
2011-06-21 00:50:00,NTU+,Turb+,7.7
2011-06-21 00:50:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 00:50:00,mg/L,ODO,10.02
2011-06-21 00:50:00,%,ODOSat,100.9
2011-06-21 01:00:00,NTU+,Turb+,10.2
2011-06-21 01:00:00,mg/L,ODO,10.05
2011-06-21 01:00:00,V,Bat,11.8
2011-06-21 01:00:00,F,Temp,60.16
2011-06-21 01:00:00,%,ODOSat,101.1
2011-06-21 01:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 01:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 01:10:00,F,Temp,60.23
2011-06-21 01:10:00,%,ODOSat,101.0
2011-06-21 01:10:00,NTU+,Turb+,8.5
2011-06-21 01:10:00,mg/L,ODO,10.03
2011-06-21 01:20:00,%,ODOSat,100.5
2011-06-21 01:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 01:20:00,NTU+,Turb+,7.6
2011-06-21 01:20:00,mg/L,ODO,9.99
2011-06-21 01:20:00,F,Temp,60.1
2011-06-21 01:30:00,NTU+,Turb+,7.8
2011-06-21 01:30:00,mg/L,ODO,10.01
2011-06-21 01:30:00,V,Bat,11.8
2011-06-21 01:30:00,%,ODOSat,100.8
2011-06-21 01:30:00,F,Temp,60.25
2011-06-21 01:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 01:40:00,NTU+,Turb+,8.1
2011-06-21 01:40:00,%,ODOSat,100.9
2011-06-21 01:40:00,mg/L,ODO,10.1
2011-06-21 01:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 01:40:00,F,Temp,59.53
2011-06-21 01:50:00,F,Temp,59.61
2011-06-21 01:50:00,mg/L,ODO,10.1
2011-06-21 01:50:00,%,ODOSat,100.9
2011-06-21 01:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 01:50:00,NTU+,Turb+,7.4
2011-06-21 02:00:00,mg/L,ODO,10.08
2011-06-21 02:00:00,V,Bat,11.9
2011-06-21 02:00:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 02:00:00,NTU+,Turb+,10.4
2011-06-21 02:00:00,F,Temp,59.67
2011-06-21 02:00:00,%,ODOSat,100.9
2011-06-21 02:10:00,F,Temp,59.94
2011-06-21 02:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 02:10:00,%,ODOSat,101.2
2011-06-21 02:10:00,NTU+,Turb+,8.8
2011-06-21 02:10:00,mg/L,ODO,10.09
2011-06-21 02:20:00,NTU+,Turb+,7.2
2011-06-21 02:20:00,%,ODOSat,101.9
2011-06-21 02:20:00,F,Temp,60.34
2011-06-21 02:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 02:20:00,mg/L,ODO,10.1
2011-06-21 02:30:00,NTU+,Turb+,8.8
2011-06-21 02:30:00,V,Bat,11.8
2011-06-21 02:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 02:30:00,F,Temp,60.41
2011-06-21 02:30:00,mg/L,ODO,10.07
2011-06-21 02:30:00,%,ODOSat,101.6
2011-06-21 02:40:00,mg/L,ODO,10.07
2011-06-21 02:40:00,F,Temp,59.84
2011-06-21 02:40:00,NTU+,Turb+,12.8
2011-06-21 02:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 02:40:00,%,ODOSat,100.9
2011-06-21 02:50:00,%,ODOSat,100.6
2011-06-21 02:50:00,NTU+,Turb+,10.1
2011-06-21 02:50:00,mg/L,ODO,10.04
2011-06-21 02:50:00,F,Temp,59.82
2011-06-21 02:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:00:00,mg/L,ODO,10.04
2011-06-21 03:00:00,F,Temp,59.95
2011-06-21 03:00:00,%,ODOSat,100.8
2011-06-21 03:00:00,V,Bat,11.8
2011-06-21 03:00:00,NTU+,Turb+,11.7
2011-06-21 03:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:10:00,F,Temp,59.85
2011-06-21 03:10:00,%,ODOSat,100.8
2011-06-21 03:10:00,mg/L,ODO,10.06
2011-06-21 03:10:00,NTU+,Turb+,11.6
2011-06-21 03:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:20:00,%,ODOSat,100.4
2011-06-21 03:20:00,F,Temp,59.43
2011-06-21 03:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:20:00,mg/L,ODO,10.06
2011-06-21 03:20:00,NTU+,Turb+,10.9
2011-06-21 03:30:00,%,ODOSat,100.2
2011-06-21 03:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:30:00,F,Temp,59.57
2011-06-21 03:30:00,mg/L,ODO,10.03
2011-06-21 03:30:00,V,Bat,11.8
2011-06-21 03:30:00,NTU+,Turb+,10.2
2011-06-21 03:40:00,F,Temp,59.98
2011-06-21 03:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:40:00,%,ODOSat,100.7
2011-06-21 03:40:00,NTU+,Turb+,13.0
2011-06-21 03:40:00,mg/L,ODO,10.03
2011-06-21 03:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 03:50:00,F,Temp,59.76
2011-06-21 03:50:00,%,ODOSat,100.1
2011-06-21 03:50:00,NTU+,Turb+,10.2
2011-06-21 03:50:00,mg/L,ODO,10.0
2011-06-21 04:00:00,mg/L,ODO,10.0
2011-06-21 04:00:00,%,ODOSat,99.9
2011-06-21 04:00:00,V,Bat,11.9
2011-06-21 04:00:00,NTU+,Turb+,12.4
2011-06-21 04:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 04:00:00,F,Temp,59.63
2011-06-21 04:10:00,mg/L,ODO,10.0
2011-06-21 04:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 04:10:00,%,ODOSat,99.3
2011-06-21 04:10:00,NTU+,Turb+,13.9
2011-06-21 04:10:00,F,Temp,59.06
2011-06-21 04:20:00,F,Temp,59.43
2011-06-21 04:20:00,%,ODOSat,100.3
2011-06-21 04:20:00,NTU+,Turb+,16.9
2011-06-21 04:20:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 04:20:00,mg/L,ODO,10.06
2011-06-21 04:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 04:30:00,%,ODOSat,100.8
2011-06-21 04:30:00,V,Bat,12.6
2011-06-21 04:30:00,NTU+,Turb+,15.3
2011-06-21 04:30:00,mg/L,ODO,10.08
2011-06-21 04:30:00,F,Temp,59.7
2011-06-21 04:40:00,F,Temp,59.81
2011-06-21 04:40:00,mg/L,ODO,9.9
2011-06-21 04:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 04:40:00,%,ODOSat,99.2
2011-06-21 04:40:00,NTU+,Turb+,13.4
2011-06-21 04:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 04:50:00,NTU+,Turb+,12.3
2011-06-21 04:50:00,%,ODOSat,98.2
2011-06-21 04:50:00,mg/L,ODO,9.76
2011-06-21 04:50:00,F,Temp,60.2
2011-06-21 05:00:00,NTU+,Turb+,12.6
2011-06-21 05:00:00,mg/L,ODO,9.84
2011-06-21 05:00:00,V,Bat,12.5
2011-06-21 05:00:00,F,Temp,59.89
2011-06-21 05:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 05:00:00,%,ODOSat,98.7
2011-06-21 05:10:00,F,Temp,59.6
2011-06-21 05:10:00,%,ODOSat,100.0
2011-06-21 05:10:00,NTU+,Turb+,14.6
2011-06-21 05:10:00,mg/L,ODO,10.01
2011-06-21 05:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 05:20:00,NTU+,Turb+,12.9
2011-06-21 05:20:00,mg/L,ODO,9.87
2011-06-21 05:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 05:20:00,F,Temp,60.16
2011-06-21 05:20:00,%,ODOSat,99.3
2011-06-21 05:30:00,%,ODOSat,99.4
2011-06-21 05:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 05:30:00,NTU+,Turb+,11.4
2011-06-21 05:30:00,mg/L,ODO,9.88
2011-06-21 05:30:00,F,Temp,60.12
2011-06-21 05:30:00,V,Bat,12.4
2011-06-21 05:40:00,NTU+,Turb+,12.7
2011-06-21 05:40:00,ÂµS/cm,Sp Cond,269.0
2011-06-21 05:40:00,mg/L,ODO,9.96
2011-06-21 05:40:00,F,Temp,60.6
2011-06-21 05:40:00,%,ODOSat,100.7
2011-06-21 05:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 05:50:00,mg/L,ODO,9.98
2011-06-21 05:50:00,NTU+,Turb+,12.6
2011-06-21 05:50:00,F,Temp,60.86
2011-06-21 05:50:00,%,ODOSat,101.2
2011-06-21 06:00:00,V,Bat,12.8
2011-06-21 06:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:00:00,F,Temp,60.72
2011-06-21 06:00:00,%,ODOSat,100.3
2011-06-21 06:00:00,NTU+,Turb+,10.5
2011-06-21 06:00:00,mg/L,ODO,9.9
2011-06-21 06:10:00,NTU+,Turb+,12.0
2011-06-21 06:10:00,%,ODOSat,101.1
2011-06-21 06:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:10:00,mg/L,ODO,9.99
2011-06-21 06:10:00,F,Temp,60.61
2011-06-21 06:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:20:00,mg/L,ODO,10.03
2011-06-21 06:20:00,F,Temp,60.63
2011-06-21 06:20:00,%,ODOSat,101.5
2011-06-21 06:20:00,NTU+,Turb+,10.8
2011-06-21 06:30:00,F,Temp,60.95
2011-06-21 06:30:00,%,ODOSat,101.6
2011-06-21 06:30:00,mg/L,ODO,10.01
2011-06-21 06:30:00,V,Bat,13.1
2011-06-21 06:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:30:00,NTU+,Turb+,10.6
2011-06-21 06:40:00,%,ODOSat,101.9
2011-06-21 06:40:00,mg/L,ODO,10.03
2011-06-21 06:40:00,F,Temp,60.97
2011-06-21 06:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:40:00,NTU+,Turb+,9.9
2011-06-21 06:50:00,mg/L,ODO,9.92
2011-06-21 06:50:00,F,Temp,61.96
2011-06-21 06:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 06:50:00,NTU+,Turb+,8.5
2011-06-21 06:50:00,%,ODOSat,101.9
2011-06-21 07:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:00:00,V,Bat,14.9
2011-06-21 07:00:00,NTU+,Turb+,6.8
2011-06-21 07:00:00,%,ODOSat,102.2
2011-06-21 07:00:00,mg/L,ODO,10.03
2011-06-21 07:00:00,F,Temp,61.23
2011-06-21 07:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:10:00,mg/L,ODO,10.07
2011-06-21 07:10:00,%,ODOSat,102.4
2011-06-21 07:10:00,F,Temp,61.06
2011-06-21 07:10:00,NTU+,Turb+,5.9
2011-06-21 07:20:00,NTU+,Turb+,7.6
2011-06-21 07:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:20:00,mg/L,ODO,10.04
2011-06-21 07:20:00,%,ODOSat,102.2
2011-06-21 07:20:00,F,Temp,61.11
2011-06-21 07:30:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:30:00,mg/L,ODO,9.97
2011-06-21 07:30:00,V,Bat,14.1
2011-06-21 07:30:00,NTU+,Turb+,6.1
2011-06-21 07:30:00,F,Temp,61.44
2011-06-21 07:30:00,%,ODOSat,101.9
2011-06-21 07:40:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:40:00,%,ODOSat,101.8
2011-06-21 07:40:00,mg/L,ODO,9.99
2011-06-21 07:40:00,NTU+,Turb+,7.1
2011-06-21 07:40:00,F,Temp,61.21
2011-06-21 07:50:00,%,ODOSat,102.1
2011-06-21 07:50:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 07:50:00,NTU+,Turb+,7.9
2011-06-21 07:50:00,mg/L,ODO,9.99
2011-06-21 07:50:00,F,Temp,61.5
2011-06-21 08:00:00,F,Temp,61.65
2011-06-21 08:00:00,mg/L,ODO,9.99
2011-06-21 08:00:00,%,ODOSat,102.3
2011-06-21 08:00:00,NTU+,Turb+,7.6
2011-06-21 08:00:00,V,Bat,13.4
2011-06-21 08:00:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 08:10:00,%,ODOSat,103.0
2011-06-21 08:10:00,F,Temp,62.04
2011-06-21 08:10:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 08:10:00,NTU+,Turb+,7.6
2011-06-21 08:10:00,mg/L,ODO,10.01
2011-06-21 08:20:00,mg/L,ODO,10.05
2011-06-21 08:20:00,ÂµS/cm,Sp Cond,270.0
2011-06-21 08:20:00,NTU+,Turb+,7.3
2011-06-21 08:20:00,F,Temp,62.31
2011-06-21 08:20:00,%,ODOSat,103.7
2011-06-21 08:30:00,NTU+,Turb+,8.6
2011-06-21 08:30:00,V,Bat,14.0
2011-06-21 08:30:00,F,Temp,62.32
