times,Units,parameter,value
2009-06-26 17:10:00,V,Bat,14.4
2009-06-26 17:20:00,V,Bat,14.3
2009-06-26 17:30:00,V,Bat,14.2
2009-06-26 17:40:00,V,Bat,14.2
2009-06-26 17:50:00,V,Bat,14.1
2009-06-26 18:00:00,V,Bat,14.0
2009-06-26 18:10:00,V,Bat,13.9
2009-06-26 18:20:00,V,Bat,13.8
2009-06-26 18:30:00,V,Bat,13.8
2009-06-26 18:40:00,V,Bat,13.8
2009-06-26 18:50:00,V,Bat,13.8
2009-06-26 19:00:00,V,Bat,13.8
2009-06-26 19:10:00,V,Bat,13.8
2009-06-26 19:20:00,V,Bat,13.8
2009-06-26 19:30:00,V,Bat,13.8
2009-06-26 19:40:00,V,Bat,13.8
2009-06-26 19:50:00,V,Bat,13.8
2009-06-26 20:00:00,V,Bat,13.8
2009-06-26 20:10:00,V,Bat,13.8
2009-06-26 20:20:00,V,Bat,13.8
2009-06-26 20:30:00,V,Bat,13.8
2009-06-26 20:40:00,V,Bat,13.8
2009-06-26 20:50:00,V,Bat,13.8
2009-06-26 21:00:00,V,Bat,13.8
2009-06-26 21:10:00,V,Bat,13.7
2009-06-26 21:20:00,V,Bat,13.8
2009-06-26 21:30:00,V,Bat,13.8
2009-06-26 21:40:00,V,Bat,13.8
2009-06-26 21:50:00,V,Bat,13.8
2009-06-26 22:00:00,V,Bat,13.8
2009-06-26 22:10:00,V,Bat,13.8
2009-06-26 22:20:00,V,Bat,13.8
2009-06-26 22:30:00,V,Bat,13.7
2009-06-26 22:40:00,V,Bat,13.8
2009-06-26 22:50:00,V,Bat,13.7
2009-06-26 23:00:00,V,Bat,13.7
2009-06-26 23:10:00,V,Bat,13.7
2009-06-26 23:20:00,V,Bat,13.7
2009-06-26 23:30:00,V,Bat,13.7
2009-06-26 23:40:00,V,Bat,13.7
2009-06-26 23:50:00,V,Bat,13.7
2009-06-27 00:00:00,V,Bat,13.7
2009-06-27 00:10:00,V,Bat,13.7
2009-06-27 00:20:00,V,Bat,13.7
2009-06-27 00:30:00,V,Bat,13.7
2009-06-27 00:40:00,V,Bat,13.7
2009-06-27 00:50:00,V,Bat,13.7
2009-06-27 01:00:00,V,Bat,13.7
2009-06-27 01:10:00,V,Bat,13.7
2009-06-27 01:20:00,V,Bat,13.7
2009-06-27 01:30:00,V,Bat,13.7
2009-06-27 01:40:00,V,Bat,13.7
2009-06-27 01:50:00,V,Bat,13.7
2009-06-27 02:00:00,V,Bat,13.7
2009-06-27 02:10:00,V,Bat,13.7
2009-06-27 02:20:00,V,Bat,13.7
2009-06-27 02:30:00,V,Bat,13.7
2009-06-27 02:40:00,V,Bat,13.6
2009-06-27 02:50:00,V,Bat,13.7
2009-06-27 03:00:00,V,Bat,13.7
2009-06-27 03:10:00,V,Bat,13.7
2009-06-27 03:20:00,V,Bat,13.7
2009-06-27 03:30:00,V,Bat,13.7
2009-06-27 03:40:00,V,Bat,13.7
2009-06-27 03:50:00,V,Bat,13.7
2009-06-27 04:00:00,V,Bat,13.8
2009-06-27 04:10:00,V,Bat,13.9
2009-06-27 04:20:00,V,Bat,13.9
2009-06-27 04:30:00,V,Bat,14.1
2009-06-27 04:40:00,V,Bat,14.2
2009-06-27 04:50:00,V,Bat,14.4
2009-06-27 05:00:00,V,Bat,14.5
2009-06-27 05:10:00,V,Bat,14.6
2009-06-27 05:20:00,V,Bat,14.6
2009-06-27 05:30:00,V,Bat,14.7
2009-06-27 05:40:00,V,Bat,14.7
2009-06-27 05:50:00,V,Bat,14.8
2009-06-27 06:00:00,V,Bat,14.8
2009-06-27 06:10:00,V,Bat,14.9
2009-06-27 06:20:00,V,Bat,14.9
2009-06-27 06:30:00,V,Bat,15.0
2009-06-27 06:40:00,V,Bat,15.0
2009-06-27 06:50:00,V,Bat,15.0
2009-06-27 07:00:00,V,Bat,15.0
2009-06-27 07:10:00,V,Bat,15.1
2009-06-27 07:20:00,V,Bat,15.1
2009-06-27 07:30:00,V,Bat,15.1
2009-06-27 07:40:00,V,Bat,15.1
2009-06-27 07:50:00,V,Bat,15.2
2009-06-27 08:00:00,V,Bat,15.2
2009-06-27 08:10:00,V,Bat,15.2
2009-06-27 08:20:00,V,Bat,15.2
2009-06-27 08:30:00,V,Bat,15.2
2009-06-27 08:40:00,V,Bat,15.2
2009-06-27 08:50:00,V,Bat,15.2
2009-06-27 09:00:00,V,Bat,15.2
2009-06-27 09:10:00,V,Bat,15.3
2009-06-27 09:20:00,V,Bat,15.3
2009-06-27 09:30:00,V,Bat,15.3
2009-06-27 09:40:00,V,Bat,15.3
2009-06-27 09:50:00,V,Bat,15.4
2009-06-27 10:00:00,V,Bat,15.4
2009-06-27 10:10:00,V,Bat,15.5
2009-06-27 10:20:00,V,Bat,15.6
2009-06-27 10:30:00,V,Bat,15.7
2009-06-27 10:40:00,V,Bat,15.8
2009-06-27 10:50:00,V,Bat,15.7
2009-06-27 11:00:00,V,Bat,15.9
2009-06-27 11:10:00,V,Bat,16.1
2009-06-27 11:20:00,V,Bat,16.1
2009-06-27 11:30:00,V,Bat,15.8
2009-06-27 11:40:00,V,Bat,15.7
2009-06-27 11:50:00,V,Bat,15.6
2009-06-27 12:00:00,V,Bat,15.6
2009-06-27 12:10:00,V,Bat,15.6
2009-06-27 12:20:00,V,Bat,15.5
2009-06-27 12:30:00,V,Bat,15.5
2009-06-27 12:40:00,V,Bat,15.5
2009-06-27 12:50:00,V,Bat,15.5
2009-06-27 13:00:00,V,Bat,15.1
2009-06-27 13:10:00,V,Bat,15.4
2009-06-27 13:20:00,V,Bat,15.5
2009-06-27 13:30:00,V,Bat,15.3
2009-06-27 13:40:00,V,Bat,15.5
2009-06-27 13:50:00,V,Bat,15.4
2009-06-27 14:00:00,V,Bat,15.4
2009-06-27 14:10:00,V,Bat,15.3
2009-06-27 14:20:00,V,Bat,15.2
2009-06-27 14:30:00,V,Bat,15.1
2009-06-27 14:40:00,V,Bat,14.9
2009-06-27 14:50:00,V,Bat,15.1
2009-06-27 15:00:00,V,Bat,15.0
2009-06-27 15:10:00,V,Bat,15.0
2009-06-27 15:20:00,V,Bat,14.8
2009-06-27 15:30:00,V,Bat,14.9
2009-06-27 15:40:00,V,Bat,14.9
2009-06-27 15:50:00,V,Bat,14.9
2009-06-27 16:00:00,V,Bat,14.7
2009-06-27 16:10:00,V,Bat,14.6
2009-06-27 16:20:00,V,Bat,14.6
2009-06-27 16:30:00,V,Bat,14.5
2009-06-27 16:40:00,V,Bat,14.5
2009-06-27 16:50:00,V,Bat,14.5
2009-06-27 17:00:00,V,Bat,14.4
2009-06-27 17:10:00,V,Bat,14.3
2009-06-27 17:20:00,V,Bat,14.3
2009-06-27 17:30:00,V,Bat,14.2
2009-06-27 17:40:00,V,Bat,14.1
2009-06-27 17:50:00,V,Bat,14.0
2009-06-27 18:00:00,V,Bat,13.9
2009-06-27 18:10:00,V,Bat,13.9
2009-06-27 18:20:00,V,Bat,13.8
2009-06-27 18:30:00,V,Bat,13.8
2009-06-27 18:40:00,V,Bat,13.8
2009-06-27 18:50:00,V,Bat,13.8
2009-06-27 19:00:00,V,Bat,13.8
2009-06-27 19:10:00,V,Bat,13.8
2009-06-27 19:20:00,V,Bat,13.8
2009-06-27 19:30:00,V,Bat,13.8
2009-06-27 19:40:00,V,Bat,13.8
2009-06-27 19:50:00,V,Bat,13.8
2009-06-27 20:00:00,V,Bat,13.8
2009-06-27 20:10:00,V,Bat,13.8
2009-06-27 20:20:00,V,Bat,13.8
2009-06-27 20:30:00,V,Bat,13.8
2009-06-27 20:40:00,V,Bat,13.8
2009-06-27 20:50:00,V,Bat,13.8
2009-06-27 21:00:00,V,Bat,13.8
2009-06-27 21:10:00,V,Bat,13.8
2009-06-27 21:20:00,V,Bat,13.8
2009-06-27 21:30:00,V,Bat,13.8
2009-06-27 21:40:00,V,Bat,13.8
2009-06-27 21:50:00,V,Bat,13.8
2009-06-27 22:00:00,V,Bat,13.8
2009-06-27 22:10:00,V,Bat,13.8
2009-06-27 22:20:00,V,Bat,13.7
2009-06-27 22:30:00,V,Bat,13.8
2009-06-27 22:40:00,V,Bat,13.7
2009-06-27 22:50:00,V,Bat,13.7
2009-06-27 23:00:00,V,Bat,13.7
2009-06-27 23:10:00,V,Bat,13.7
2009-06-27 23:20:00,V,Bat,13.7
2009-06-27 23:30:00,V,Bat,13.7
2009-06-27 23:40:00,V,Bat,13.7
2009-06-27 23:50:00,V,Bat,13.7
2009-06-28 00:00:00,V,Bat,13.7
2009-06-28 00:10:00,V,Bat,13.7
2009-06-28 00:20:00,V,Bat,13.7
2009-06-28 00:30:00,V,Bat,13.7
2009-06-28 00:40:00,V,Bat,13.7
2009-06-28 00:50:00,V,Bat,13.7
2009-06-28 01:00:00,V,Bat,13.7
2009-06-28 01:10:00,V,Bat,13.7
2009-06-28 01:20:00,V,Bat,13.7
2009-06-28 01:30:00,V,Bat,13.7
2009-06-28 01:40:00,V,Bat,13.7
2009-06-28 01:50:00,V,Bat,13.7
2009-06-28 02:00:00,V,Bat,13.7
2009-06-28 02:10:00,V,Bat,13.7
2009-06-28 02:20:00,V,Bat,13.7
2009-06-28 02:30:00,V,Bat,13.7
2009-06-28 02:40:00,V,Bat,13.7
2009-06-28 02:50:00,V,Bat,13.7
2009-06-28 03:00:00,V,Bat,13.7
2009-06-28 03:10:00,V,Bat,13.7
2009-06-28 03:20:00,V,Bat,13.7
2009-06-28 03:30:00,V,Bat,13.7
2009-06-28 03:40:00,V,Bat,13.7
2009-06-28 03:50:00,V,Bat,13.7
2009-06-28 04:00:00,V,Bat,13.7
2009-06-28 04:10:00,V,Bat,13.7
2009-06-28 04:20:00,V,Bat,13.7
2009-06-28 04:30:00,V,Bat,13.7
2009-06-28 04:40:00,V,Bat,13.7
2009-06-28 04:50:00,V,Bat,13.7
2009-06-28 05:00:00,V,Bat,13.7
2009-06-28 05:10:00,V,Bat,13.7
2009-06-28 05:20:00,V,Bat,13.7
2009-06-28 05:30:00,V,Bat,13.8
2009-06-28 05:40:00,V,Bat,13.7
2009-06-28 05:50:00,V,Bat,13.7
2009-06-28 06:00:00,V,Bat,13.8
2009-06-28 06:10:00,V,Bat,13.8
2009-06-28 06:20:00,V,Bat,13.9
2009-06-28 06:30:00,V,Bat,14.2
2009-06-28 06:40:00,V,Bat,14.4
2009-06-28 06:50:00,V,Bat,14.6
2009-06-28 07:00:00,V,Bat,14.7
2009-06-28 07:10:00,V,Bat,14.7
2009-06-28 07:20:00,V,Bat,14.8
2009-06-28 07:30:00,V,Bat,15.0
2009-06-28 07:40:00,V,Bat,14.9
2009-06-28 07:50:00,V,Bat,14.8
2009-06-28 08:00:00,V,Bat,14.8
2009-06-28 08:10:00,V,Bat,14.8
2009-06-28 08:20:00,V,Bat,14.9
2009-06-28 08:30:00,V,Bat,14.7
2009-06-28 08:40:00,V,Bat,14.5
2009-06-28 08:50:00,V,Bat,14.5
2009-06-28 09:00:00,V,Bat,14.4
2009-06-28 09:10:00,V,Bat,14.2
2009-06-28 09:20:00,V,Bat,14.1
2009-06-28 09:30:00,V,Bat,14.3
2009-06-28 09:40:00,V,Bat,14.4
2009-06-28 09:50:00,V,Bat,14.5
2009-06-28 10:00:00,V,Bat,14.7
2009-06-28 10:10:00,V,Bat,14.6
2009-06-28 10:20:00,V,Bat,14.7
2009-06-28 10:30:00,V,Bat,14.6
2009-06-28 10:40:00,V,Bat,14.4
2009-06-28 10:50:00,V,Bat,14.4
2009-06-28 11:00:00,V,Bat,14.3
2009-06-28 11:10:00,V,Bat,14.3
2009-06-28 11:20:00,V,Bat,14.3
2009-06-28 11:30:00,V,Bat,14.7
2009-06-28 11:40:00,V,Bat,16.1
2009-06-28 11:50:00,V,Bat,15.5
2009-06-28 12:00:00,V,Bat,16.5
2009-06-28 12:10:00,V,Bat,16.0
2009-06-28 12:20:00,V,Bat,16.9
2009-06-28 12:30:00,V,Bat,16.6
2009-06-28 12:40:00,V,Bat,15.3
2009-06-28 12:50:00,V,Bat,16.8
2009-06-28 13:00:00,V,Bat,16.5
2009-06-28 13:10:00,V,Bat,16.2
2009-06-28 13:20:00,V,Bat,16.1
2009-06-28 13:30:00,V,Bat,15.9
2009-06-28 13:40:00,V,Bat,15.7
2009-06-28 13:50:00,V,Bat,15.7
2009-06-28 14:00:00,V,Bat,15.7
2009-06-28 14:10:00,V,Bat,15.4
2009-06-28 14:20:00,V,Bat,15.4
2009-06-28 14:30:00,V,Bat,15.3
2009-06-28 14:40:00,V,Bat,15.2
2009-06-28 14:50:00,V,Bat,15.2
2009-06-28 15:00:00,V,Bat,15.1
2009-06-28 15:10:00,V,Bat,15.1
2009-06-28 15:20:00,V,Bat,15.1
2009-06-28 15:30:00,V,Bat,15.0
2009-06-28 15:40:00,V,Bat,15.0
2009-06-28 15:50:00,V,Bat,14.9
2009-06-28 16:00:00,V,Bat,14.8
2009-06-28 16:10:00,V,Bat,14.7
2009-06-28 16:20:00,V,Bat,14.5
2009-06-28 16:30:00,V,Bat,14.4
2009-06-28 16:40:00,V,Bat,14.3
2009-06-28 16:50:00,V,Bat,14.2
2009-06-28 17:00:00,V,Bat,14.1
2009-06-28 17:10:00,V,Bat,14.0
2009-06-28 17:20:00,V,Bat,14.0
2009-06-28 17:30:00,V,Bat,13.9
2009-06-28 17:40:00,V,Bat,13.9
2009-06-28 17:50:00,V,Bat,13.8
2009-06-28 18:00:00,V,Bat,13.8
2009-06-28 18:10:00,V,Bat,13.8
2009-06-28 18:20:00,V,Bat,13.8
2009-06-28 18:30:00,V,Bat,13.8
2009-06-28 18:40:00,V,Bat,13.8
2009-06-28 18:50:00,V,Bat,13.8
2009-06-28 19:00:00,V,Bat,13.8
2009-06-28 19:10:00,V,Bat,13.8
2009-06-28 19:20:00,V,Bat,13.8
2009-06-28 19:30:00,V,Bat,13.8
2009-06-28 19:40:00,V,Bat,13.8
2009-06-28 19:50:00,V,Bat,13.8
2009-06-28 20:00:00,V,Bat,13.8
2009-06-28 20:10:00,V,Bat,13.8
2009-06-28 20:20:00,V,Bat,13.8
2009-06-28 20:30:00,V,Bat,13.8
2009-06-28 20:40:00,V,Bat,13.8
2009-06-28 20:50:00,V,Bat,13.8
2009-06-28 21:00:00,V,Bat,13.8
2009-06-28 21:10:00,V,Bat,13.8
2009-06-28 21:20:00,V,Bat,13.8
2009-06-28 21:30:00,V,Bat,13.8
2009-06-28 21:40:00,V,Bat,13.8
2009-06-28 21:50:00,V,Bat,13.8
2009-06-28 22:00:00,V,Bat,13.8
2009-06-28 22:10:00,V,Bat,13.8
2009-06-28 22:20:00,V,Bat,13.8
2009-06-28 22:30:00,V,Bat,13.8
2009-06-28 22:40:00,V,Bat,13.8
2009-06-28 22:50:00,V,Bat,13.7
2009-06-28 23:00:00,V,Bat,13.7
2009-06-28 23:10:00,V,Bat,13.7
2009-06-28 23:20:00,V,Bat,13.7
2009-06-28 23:30:00,V,Bat,13.7
2009-06-28 23:40:00,V,Bat,13.7
2009-06-28 23:50:00,V,Bat,13.7
2009-06-29 00:00:00,V,Bat,13.7
2009-06-29 00:10:00,V,Bat,13.7
2009-06-29 00:20:00,V,Bat,13.7
2009-06-29 00:30:00,V,Bat,13.7
2009-06-29 00:40:00,V,Bat,13.7
2009-06-29 00:50:00,V,Bat,13.7
2009-06-29 01:00:00,V,Bat,13.7
2009-06-29 01:10:00,V,Bat,13.7
2009-06-29 01:20:00,V,Bat,13.7
2009-06-29 01:30:00,V,Bat,13.7
2009-06-29 01:40:00,V,Bat,13.7
2009-06-29 01:50:00,V,Bat,13.7
2009-06-29 02:00:00,V,Bat,13.7
2009-06-29 02:10:00,V,Bat,13.7
2009-06-29 02:20:00,V,Bat,13.7
2009-06-29 02:30:00,V,Bat,13.7
2009-06-29 02:40:00,V,Bat,13.7
2009-06-29 02:50:00,V,Bat,13.7
2009-06-29 03:00:00,V,Bat,13.7
2009-06-29 03:10:00,V,Bat,13.7
2009-06-29 03:20:00,V,Bat,13.7
2009-06-29 03:30:00,V,Bat,13.7
2009-06-29 03:40:00,V,Bat,13.7
2009-06-29 03:50:00,V,Bat,13.7
2009-06-29 04:00:00,V,Bat,13.7
2009-06-29 04:10:00,V,Bat,13.7
2009-06-29 04:20:00,V,Bat,13.7
2009-06-29 04:30:00,V,Bat,13.7
2009-06-29 04:40:00,V,Bat,13.8
2009-06-29 04:50:00,V,Bat,14.0
2009-06-29 05:00:00,V,Bat,14.3
2009-06-29 05:10:00,V,Bat,14.5
2009-06-29 05:20:00,V,Bat,14.6
2009-06-29 05:30:00,V,Bat,14.5
2009-06-29 05:40:00,V,Bat,14.6
2009-06-29 05:50:00,V,Bat,14.8
2009-06-29 06:00:00,V,Bat,14.8
2009-06-29 06:10:00,V,Bat,14.9
2009-06-29 06:20:00,V,Bat,15.0
2009-06-29 06:30:00,V,Bat,15.0
2009-06-29 06:40:00,V,Bat,15.1
2009-06-29 06:50:00,V,Bat,15.1
2009-06-29 07:00:00,V,Bat,15.1
2009-06-29 07:10:00,V,Bat,15.2
2009-06-29 07:20:00,V,Bat,15.2
2009-06-29 07:30:00,V,Bat,15.2
2009-06-29 07:40:00,V,Bat,15.3
2009-06-29 07:50:00,V,Bat,15.3
2009-06-29 08:00:00,V,Bat,15.4
2009-07-10 09:00:00,V,Bat,13.7
2009-07-17 06:50:00,V,Bat,13.7
2009-07-17 07:00:00,V,Bat,13.6
2009-07-17 07:10:00,V,Bat,13.6
2009-07-17 07:20:00,V,Bat,13.7
2009-07-17 07:30:00,V,Bat,13.7
2009-07-17 07:40:00,V,Bat,13.7
2009-07-17 07:50:00,V,Bat,13.7
2009-07-17 08:00:00,V,Bat,13.6
2009-07-17 08:10:00,V,Bat,13.7
2009-07-17 08:20:00,V,Bat,13.7
2009-07-17 08:30:00,V,Bat,13.8
2009-07-17 08:40:00,V,Bat,13.8
2009-07-17 08:50:00,V,Bat,13.8
2009-07-17 09:00:00,V,Bat,13.8
2009-07-17 09:10:00,V,Bat,13.8
2009-07-17 09:20:00,V,Bat,13.8
2009-07-17 09:30:00,V,Bat,13.9
2009-07-17 09:40:00,V,Bat,13.8
2009-07-17 09:50:00,V,Bat,13.7
2009-07-17 10:00:00,V,Bat,13.7
2009-07-17 10:10:00,V,Bat,13.7
2009-07-17 10:20:00,V,Bat,13.7
2009-07-17 10:30:00,V,Bat,13.7
2009-07-17 10:40:00,V,Bat,13.7
2009-07-17 10:50:00,V,Bat,14.0
2009-07-17 11:00:00,V,Bat,14.0
2009-07-17 11:10:00,V,Bat,14.0
2009-07-17 11:20:00,V,Bat,14.0
2009-07-17 11:30:00,V,Bat,14.1
2009-07-17 11:40:00,V,Bat,14.2
2009-07-17 11:50:00,V,Bat,14.1
2009-07-17 12:00:00,V,Bat,14.0
2009-07-17 12:10:00,V,Bat,14.0
2009-07-17 12:20:00,V,Bat,14.1
2009-07-17 12:30:00,V,Bat,14.1
2009-07-17 12:40:00,V,Bat,14.1
2009-07-17 12:50:00,V,Bat,14.0
2009-07-17 13:00:00,V,Bat,13.9
2009-07-17 13:10:00,V,Bat,13.9
2009-07-17 13:20:00,V,Bat,13.9
2009-07-17 13:30:00,V,Bat,13.8
2009-07-17 13:40:00,V,Bat,13.8
2009-07-17 13:50:00,V,Bat,13.8
2009-07-17 14:00:00,V,Bat,13.7
2009-07-17 14:10:00,V,Bat,13.9
2009-07-17 14:20:00,V,Bat,14.3
2009-07-17 14:30:00,V,Bat,14.2
2009-07-17 14:40:00,V,Bat,14.3
2009-07-17 14:50:00,V,Bat,14.3
2009-07-17 15:00:00,V,Bat,14.1
2009-07-17 15:10:00,V,Bat,14.0
2009-07-17 15:20:00,V,Bat,14.0
2009-07-17 15:30:00,V,Bat,14.0
2009-07-17 15:40:00,V,Bat,14.0
2009-07-17 15:50:00,V,Bat,14.2
2009-07-17 16:00:00,V,Bat,14.2
2009-07-17 16:10:00,V,Bat,14.2
2009-07-17 16:20:00,V,Bat,14.1
2009-07-17 16:30:00,V,Bat,14.1
2009-07-17 16:40:00,V,Bat,14.1
2009-07-17 16:50:00,V,Bat,14.0
2009-07-17 17:00:00,V,Bat,14.0
2009-07-17 17:10:00,V,Bat,13.9
2009-07-17 17:20:00,V,Bat,13.9
2009-07-17 17:30:00,V,Bat,13.9
2009-07-17 17:40:00,V,Bat,13.8
2009-07-17 17:50:00,V,Bat,13.8
2009-07-17 18:00:00,V,Bat,13.8
2009-07-17 18:10:00,V,Bat,13.8
2009-07-17 18:20:00,V,Bat,13.8
2009-07-17 18:30:00,V,Bat,13.8
2009-07-17 18:40:00,V,Bat,13.8
2009-07-17 18:50:00,V,Bat,13.7
2009-07-17 19:00:00,V,Bat,13.7
2009-07-17 19:10:00,V,Bat,13.7
2009-07-17 19:20:00,V,Bat,13.7
2009-07-17 19:30:00,V,Bat,13.7
2009-07-17 19:40:00,V,Bat,13.7
2009-07-17 19:50:00,V,Bat,13.7
2009-07-17 20:00:00,V,Bat,13.7
2009-07-17 20:10:00,V,Bat,13.7
2009-07-17 20:20:00,V,Bat,13.7
2009-07-17 20:30:00,V,Bat,13.6
2009-07-17 20:40:00,V,Bat,13.7
2009-07-17 20:50:00,V,Bat,13.7
2009-07-17 21:00:00,V,Bat,13.7
2009-07-17 21:10:00,V,Bat,13.7
2009-07-17 21:20:00,V,Bat,13.7
2009-07-17 21:30:00,V,Bat,13.7
2009-07-17 21:40:00,V,Bat,13.7
2009-07-17 21:50:00,V,Bat,13.7
2009-07-17 22:00:00,V,Bat,13.6
2009-07-17 22:10:00,V,Bat,13.7
2009-07-17 22:20:00,V,Bat,13.7
2009-07-17 22:30:00,V,Bat,13.6
2009-07-17 22:40:00,V,Bat,13.6
2009-07-17 22:50:00,V,Bat,13.6
2009-07-17 23:00:00,V,Bat,13.6
2009-07-17 23:10:00,V,Bat,13.6
2009-07-17 23:20:00,V,Bat,13.6
2009-07-17 23:30:00,V,Bat,13.6
2009-07-17 23:40:00,V,Bat,13.6
2009-07-17 23:50:00,V,Bat,13.6
2009-07-18 00:00:00,V,Bat,13.6
2009-07-18 00:10:00,V,Bat,13.6
2009-07-18 00:20:00,V,Bat,13.6
2009-07-18 00:30:00,V,Bat,13.6
2009-07-18 00:40:00,V,Bat,13.6
2009-07-18 00:50:00,V,Bat,13.6
2009-07-18 01:00:00,V,Bat,13.6
2009-07-18 01:10:00,V,Bat,13.6
2009-07-18 01:20:00,V,Bat,13.6
2009-07-18 01:30:00,V,Bat,13.6
2009-07-18 01:40:00,V,Bat,13.6
2009-07-18 01:50:00,V,Bat,13.6
2009-07-18 02:00:00,V,Bat,13.6
2009-07-18 02:10:00,V,Bat,13.6
2009-07-18 02:20:00,V,Bat,13.6
2009-07-18 02:30:00,V,Bat,13.6
2009-07-18 02:40:00,V,Bat,13.6
2009-07-18 02:50:00,V,Bat,13.6
2009-07-18 03:00:00,V,Bat,13.6
2009-07-18 03:10:00,V,Bat,13.6
2009-07-18 03:20:00,V,Bat,13.6
2009-07-18 03:30:00,V,Bat,13.6
2009-07-18 03:40:00,V,Bat,13.6
2009-07-18 03:50:00,V,Bat,13.6
2009-07-18 04:00:00,V,Bat,13.6
2009-07-18 04:10:00,V,Bat,13.6
2009-07-18 04:20:00,V,Bat,13.6
2009-07-18 04:30:00,V,Bat,13.7
2009-07-18 04:40:00,V,Bat,13.8
2009-07-18 04:50:00,V,Bat,13.9
2009-07-18 05:00:00,V,Bat,13.9
2009-07-18 05:10:00,V,Bat,13.9
2009-07-18 05:20:00,V,Bat,14.0
2009-07-18 05:30:00,V,Bat,14.0
2009-07-18 05:40:00,V,Bat,14.1
2009-07-18 05:50:00,V,Bat,14.1
2009-07-18 06:00:00,V,Bat,14.1
2009-07-18 06:10:00,V,Bat,14.2
2009-07-18 06:20:00,V,Bat,14.3
2009-07-18 06:30:00,V,Bat,14.2
2009-07-18 06:40:00,V,Bat,14.3
2009-07-18 06:50:00,V,Bat,14.3
2009-07-18 07:00:00,V,Bat,14.3
2009-07-18 07:10:00,V,Bat,14.4
2009-07-18 07:20:00,V,Bat,14.3
2009-07-18 07:30:00,V,Bat,14.5
2009-07-18 07:40:00,V,Bat,14.5
2009-07-18 07:50:00,V,Bat,14.3
2009-07-18 08:00:00,V,Bat,14.3
2009-07-18 08:10:00,V,Bat,14.3
2009-07-18 08:20:00,V,Bat,14.6
2009-07-18 08:30:00,V,Bat,14.6
2009-07-18 08:40:00,V,Bat,14.7
2009-07-18 08:50:00,V,Bat,14.8
2009-07-18 09:00:00,V,Bat,14.8
2009-07-18 09:10:00,V,Bat,14.8
2009-07-18 09:20:00,V,Bat,14.8
2009-07-18 09:30:00,V,Bat,14.9
2009-07-18 09:40:00,V,Bat,14.9
2009-07-18 09:50:00,V,Bat,15.0
2009-07-18 10:00:00,V,Bat,15.0
2009-07-18 10:10:00,V,Bat,15.1
2009-07-18 10:20:00,V,Bat,15.1
2009-07-18 10:30:00,V,Bat,15.1
2009-07-18 10:40:00,V,Bat,15.2
2009-07-18 10:50:00,V,Bat,15.4
2009-07-18 11:00:00,V,Bat,15.4
2009-07-18 11:10:00,V,Bat,15.4
2009-07-18 11:20:00,V,Bat,15.4
2009-07-18 11:30:00,V,Bat,15.3
2009-07-18 11:40:00,V,Bat,15.1
2009-07-18 11:50:00,V,Bat,14.9
2009-07-18 12:00:00,V,Bat,15.0
2009-07-18 12:10:00,V,Bat,15.7
2009-07-18 12:20:00,V,Bat,15.0
2009-07-18 12:30:00,V,Bat,14.8
2009-07-18 12:40:00,V,Bat,14.8
2009-07-18 12:50:00,V,Bat,16.7
2009-07-18 13:00:00,V,Bat,14.9
2009-07-18 13:10:00,V,Bat,16.4
2009-07-18 13:20:00,V,Bat,15.3
2009-07-18 13:30:00,V,Bat,15.8
2009-07-18 13:40:00,V,Bat,14.8
2009-07-18 13:50:00,V,Bat,15.1
2009-07-18 14:00:00,V,Bat,14.9
2009-07-18 14:10:00,V,Bat,14.9
2009-07-18 14:20:00,V,Bat,15.0
2009-07-18 14:30:00,V,Bat,14.9
2009-07-18 14:40:00,V,Bat,14.8
2009-07-18 14:50:00,V,Bat,15.0
2009-07-18 15:00:00,V,Bat,14.9
2009-07-18 15:10:00,V,Bat,14.8
2009-07-18 15:20:00,V,Bat,15.0
2009-07-18 15:30:00,V,Bat,14.9
2009-07-18 15:40:00,V,Bat,14.9
2009-07-18 15:50:00,V,Bat,14.8
2009-07-18 16:00:00,V,Bat,14.8
2009-07-18 16:10:00,V,Bat,14.7
2009-07-18 16:20:00,V,Bat,14.7
2009-07-18 16:30:00,V,Bat,14.6
2009-07-18 16:40:00,V,Bat,14.4
2009-07-18 16:50:00,V,Bat,14.2
2009-07-18 17:00:00,V,Bat,14.1
2009-07-18 17:10:00,V,Bat,14.0
2009-07-18 17:20:00,V,Bat,14.0
2009-07-18 17:30:00,V,Bat,13.9
2009-07-18 17:40:00,V,Bat,13.9
2009-07-18 17:50:00,V,Bat,13.9
2009-07-18 18:00:00,V,Bat,13.9
2009-07-18 18:10:00,V,Bat,13.8
2009-07-18 18:20:00,V,Bat,13.9
2009-07-18 18:30:00,V,Bat,13.9
2009-07-18 18:40:00,V,Bat,13.9
2009-07-18 18:50:00,V,Bat,13.9
2009-07-18 19:00:00,V,Bat,13.9
2009-07-18 19:10:00,V,Bat,13.9
2009-07-18 19:20:00,V,Bat,13.9
2009-07-18 19:30:00,V,Bat,13.9
2009-07-18 19:40:00,V,Bat,13.9
2009-07-18 19:50:00,V,Bat,13.9
2009-07-18 20:00:00,V,Bat,13.9
2009-07-18 20:10:00,V,Bat,13.9
2009-07-18 20:20:00,V,Bat,13.9
2009-07-18 20:30:00,V,Bat,13.8
2009-07-18 20:40:00,V,Bat,13.8
2009-07-18 20:50:00,V,Bat,13.8
