times,Temp_F,Sp Cond_µS/cm,pH_,Turb+_NTU+,ODOSat_%,ODO_mg/L,Bat_V,ADCP Temp_F,Press_psi,Bat_V,Level_ft,Hs_ft,Ts_sec,Vel Mag_ft/s
2010-07-17 07:30:00,,,,,,,16.5,,,,,,,
2010-07-17 08:00:00,78.43,313,8.43,21.07,94.7,7.71,15.3,,,,,,,
2010-07-17 08:30:00,,,,,,,16.3,,,,,,,
2010-07-17 09:00:00,,,,,,,15.8,,,,,,,
2010-07-17 09:30:00,79.11,319,8.44,16.97,95.7,7.73,15.3,,,,,,,
2010-07-17 10:00:00,79.4,318,8.44,19,96.1,7.75,15.3,,,,,,,
2010-07-17 10:30:00,79.57,317,8.44,18.33,96.3,7.75,15.4,,,,,,,
2010-07-17 11:00:00,79.89,314,8.44,18.6,96.9,7.76,15.3,,,,,,,
2010-07-17 11:30:00,80.07,311,8.45,17.77,97.1,7.77,15.3,,,,,,,
2010-07-17 12:00:00,80.25,311,8.45,18.8,97.1,7.76,15.3,,,,,,,
2010-07-17 12:30:00,80.47,311,8.47,23.3,97.7,7.79,15.3,,,,,,,
2010-07-17 13:00:00,80.69,311,8.46,23.37,98,7.79,15.2,,,,,,,
2010-07-17 13:30:00,80.84,312,8.46,32.83,97.9,7.78,15.1,,,,,,,
2010-07-17 14:00:00,80.97,312,8.46,28.07,98,7.77,15.2,,,,,,,
2010-07-17 14:30:00,80.98,312,8.46,33.9,97.7,7.75,15,,,,,,,
2010-07-17 15:00:00,81.05,312,8.46,28.63,97.9,7.77,15,,,,,,,
2010-07-17 15:30:00,81.02,312,8.46,24.67,97.6,7.74,14.8,,,,,,,
2010-07-17 16:00:00,80.91,312,8.46,27.53,97.1,7.71,14.5,,,,,,,
2010-07-17 16:30:00,80.83,312,8.44,31.4,96.5,7.66,14.2,,,,,,,
2010-07-17 17:00:00,80.7,313,8.43,30.6,95.9,7.63,13.9,,,,,,,
2010-07-17 17:30:00,80.61,316,8.41,32.1,95.2,7.58,13.8,,,,,,,
2010-07-17 18:00:00,80.51,314,8.41,35.83,94.7,7.55,13.8,,,,,,,
2010-07-17 18:30:00,80.4,313,8.4,33.77,94.4,7.53,13.8,,,,,,,
2010-07-17 19:00:00,80.27,313,8.39,31.8,94.6,7.56,13.8,,,,,,,
2010-07-17 19:30:00,80.25,313,8.39,28.33,93.6,7.48,13.8,,,,,,,
2010-07-17 20:00:00,80.21,314,8.38,24.73,93,7.43,13.8,,,,,,,
2010-07-17 20:30:00,80.09,314,8.38,24.23,93.1,7.45,13.8,,,,,,,
2010-07-17 21:00:00,80.05,314,8.39,23.77,92.5,7.41,13.8,,,,,,,
2010-07-17 21:30:00,79.99,314,8.37,25.33,92.1,7.38,13.8,,,,,,,
2010-07-17 22:00:00,79.9,314,8.37,25.53,91.9,7.37,13.8,,,,,,,
2010-07-17 22:30:00,79.76,314,8.36,26.67,92.2,7.4,13.8,,,,,,,
2010-07-17 23:00:00,79.68,314,8.39,22.03,92.7,7.45,13.7,,,,,,,
2010-07-17 23:30:00,79.65,314,8.39,20.53,92.3,7.42,13.7,,,,,,,
2010-07-18 00:00:00,79.57,314,8.37,18.97,91.8,7.39,13.7,,,,,,,
2010-07-18 00:30:00,79.33,314,8.33,20.27,91,7.33,13.7,,,,,,,
2010-07-18 01:00:00,79.26,315,8.36,16.07,91.5,7.39,13.7,,,,,,,
2010-07-18 01:30:00,79.31,314,8.39,13.9,91.8,7.41,13.7,,,,,,,
2010-07-18 02:00:00,79.08,314,8.35,17.73,91.5,7.4,13.7,,,,,,,
2010-07-18 02:30:00,79.02,314,8.36,14.7,91,7.37,13.7,,,,,,,
2010-07-18 03:00:00,79.06,312,8.43,12.5,92.3,7.46,13.6,,,,,,,
2010-07-18 03:30:00,79.05,313,8.42,11.57,92,7.44,13.6,,,,,,,
2010-07-18 04:00:00,79.01,312,8.41,11.43,91.6,7.41,13.9,,,,,,,
2010-07-18 04:30:00,78.92,314,8.33,11.57,89.7,7.26,14.3,,,,,,,
2010-07-18 05:00:00,78.93,314,8.35,9.67,90.3,7.31,14.4,,,,,,,
2010-07-18 05:30:00,78.98,314,8.36,8.97,90.9,7.36,14.5,,,,,,,
2010-07-18 06:00:00,78.98,315,8.36,9.03,91.3,7.39,14.7,,,,,,,
2010-07-18 06:30:00,79.17,313,8.39,8.57,92.1,7.44,15.1,,,,,,,
2010-07-18 07:00:00,79.31,313,8.43,7.67,93.4,7.54,15.2,,,,,,,
2010-07-18 07:30:00,79.45,313,8.43,7.43,94.3,7.6,15.1,,,,,,,
2010-07-18 08:00:00,79.5,311,8.49,5.27,95.7,7.71,15.2,,,,,,,
2010-07-18 08:30:00,79.67,310,8.53,5,97.5,7.83,15.3,,,,,,,
2010-07-18 09:00:00,79.92,310,8.55,5.13,98.7,7.91,15.3,,,,,,,
2010-07-18 09:30:00,80.17,310,8.57,5.63,100,8,15.3,,,,,,,
2010-07-18 10:00:00,80.54,311,8.53,5.53,99.3,7.91,15.2,,,,,,,
2010-07-18 10:30:00,80.64,311,8.57,5,100.6,8.01,15.4,,,,,,,
2010-07-18 11:00:00,,,,,,,16,,,,,,,
2010-07-18 11:30:00,80.76,310,8.59,4.93,102,8.11,14.8,,,,,,,
2010-07-18 12:00:00,81.09,311,8.57,5,101.7,8.06,14.8,,,,,,,
2010-07-18 12:30:00,81.25,312,8.57,5.47,101.4,8.02,15,,,,,,,
2010-07-18 13:00:00,81.12,311,8.58,4.87,101.6,8.05,15,,,,,,,
2010-07-18 13:30:00,81.13,311,8.58,4.9,101.7,8.06,14.6,,,,,,,
2010-07-18 14:00:00,81.15,312,8.58,4.47,101.2,8.01,14.6,,,,,,,
2010-07-18 14:30:00,80.94,311,8.58,4.23,100.9,8,14.4,,,,,,,
2010-07-18 15:00:00,80.91,311,8.59,4.27,101.7,8.08,14.3,,,,,,,
2010-07-18 15:30:00,80.86,310,8.61,4.33,102.4,8.13,14.7,,,,,,,
2010-07-18 16:00:00,80.73,310,8.63,4.3,103.3,8.21,14.7,,,,,,,
2010-07-18 16:30:00,80.44,309,8.67,3.87,104.6,8.34,14.5,,,,,,,
2010-07-18 17:00:00,80.38,309,8.65,3.9,102.8,8.21,14.1,,,,,,,
2010-07-18 17:30:00,80.4,309,8.64,4.13,102.6,8.19,13.8,,,,,,,
2010-07-18 18:00:00,80.38,309,8.63,4.03,101.9,8.13,13.8,,,,,,,
2010-07-18 18:30:00,79.91,308,8.66,3.7,101.7,8.15,13.8,,,,,,,
2010-07-18 19:00:00,79.64,308,8.65,3.07,99.9,8.03,13.8,,,,,,,
2010-07-18 19:30:00,79.53,307,8.63,2.63,98.9,7.96,13.8,,,,,,,
2010-07-18 20:00:00,79.45,307,8.67,3.13,101.2,8.15,13.8,,,,,,,
2010-07-18 20:30:00,79.36,307,8.64,5.2,99.4,8.01,13.8,,,,,,,
2010-07-18 21:00:00,79.3,307,8.66,4.6,100.3,8.09,13.8,,,,,,,
2010-07-18 21:30:00,79.26,307,8.63,6.3,98.7,7.96,13.8,,,,,,,
2010-07-18 22:00:00,79.19,307,8.63,5.27,98.2,7.92,13.8,,,,,,,
2010-07-18 22:30:00,79.13,307,8.61,7.07,97.4,7.87,13.8,,,,,,,
2010-07-18 23:00:00,79.04,307,8.59,7.93,96.5,7.81,13.8,,,,,,,
2010-07-18 23:30:00,78.94,307,8.57,8.17,95.5,7.73,13.7,,,,,,,
2010-07-19 00:00:00,78.88,307,8.58,8.1,95.5,7.74,13.7,,,,,,,
2010-07-19 00:30:00,78.8,307,8.58,8.57,95.7,7.75,13.7,,,,,,,
2010-07-19 01:00:00,78.73,307,8.58,7.73,95.7,7.77,13.7,,,,,,,
2010-07-19 01:30:00,78.56,307,8.53,10.63,94.3,7.66,13.7,,,,,,,
2010-07-19 02:00:00,78.62,307,8.54,11.37,94.2,7.65,13.7,,,,,,,
2010-07-19 02:30:00,78.48,307,8.52,9.97,94.2,7.66,13.7,,,,,,,
2010-07-19 03:00:00,78.46,307,8.51,10.5,93,7.57,13.7,,,,,,,
2010-07-19 03:30:00,78.17,307,8.45,17.43,93.3,7.61,13.7,,,,,,,
2010-07-19 04:00:00,78.18,307,8.45,15.93,93.1,7.6,13.7,,,,,,,
2010-07-19 04:30:00,78.16,307,8.46,14.17,93.9,7.66,13.8,,,,,,,
2010-07-19 05:00:00,78.19,307,8.48,13.53,94.1,7.68,14.2,,,,,,,
2010-07-19 05:30:00,78.17,307,8.47,14.4,94.4,7.7,14.4,,,,,,,
2010-07-19 06:00:00,78.15,307,8.44,19.43,94.2,7.69,14.4,,,,,,,
2010-07-19 06:30:00,78.09,307,8.42,19.5,94.2,7.69,14.2,,,,,,,
2010-07-19 07:00:00,78.05,307,8.42,23.23,94.6,7.73,14.1,,,,,,,
2010-07-19 07:30:00,78.05,307,8.42,19.33,94.8,7.74,14.5,,,,,,,
2010-07-19 08:00:00,78.16,307,8.42,20.27,95.3,7.77,15,,,,,,,
2010-07-19 08:30:00,78.2,308,8.42,22.9,95.7,7.81,14.9,,,,,,,
2010-07-19 09:00:00,78.39,307,8.48,15.77,96.3,7.84,15.5,,,,,,,
2010-07-19 09:30:00,,,,,,,15.7,,,,,,,
2010-07-19 10:00:00,78.53,307,8.46,15.87,96.8,7.87,15.2,,,,,,,
2010-07-19 10:30:00,,,,,,,15.7,,,,,,,
2010-07-19 11:00:00,78.64,307,8.47,17.9,96.6,7.85,15.3,,,,,,,
2010-07-19 11:30:00,,,,,,,16.3,,,,,,,
2010-07-19 12:00:00,,,,,,,16.7,,,,,,,
2010-07-19 12:30:00,,,,,,,16,,,,,,,
2010-07-19 13:00:00,79.19,308,8.43,25.93,96.5,7.8,15.5,,,,,,,
2010-07-19 13:30:00,79.23,308,8.45,21.47,96.9,7.83,15.1,,,,,,,
2010-07-19 14:00:00,79.31,309,8.42,24.3,96.3,7.77,15.1,,,,,,,
2010-07-19 14:30:00,79.43,309,8.42,23.13,95.9,7.73,15.2,,,,,,,
2010-07-19 15:00:00,79.45,309,8.43,23.73,95.6,7.7,14.9,,,,,,,
2010-07-19 15:30:00,79.43,310,8.42,22.2,95.4,7.69,14.9,,,,,,,
2010-07-19 16:00:00,79.4,311,8.42,24.87,95.4,7.69,14.8,,,,,,,
2010-07-19 16:30:00,79.29,310,8.41,31.4,95.1,7.68,14.7,,,,,,,
2010-07-19 17:00:00,79.2,311,8.41,27,95.5,7.71,14.4,,,,,,,
2010-07-19 17:30:00,79.06,311,8.4,31.8,95.4,7.71,14,,,,,,,
2010-07-19 18:00:00,78.96,311,8.4,26.4,94.7,7.67,13.8,,,,,,,
2010-07-19 18:30:00,78.87,311,8.39,25.5,93.8,7.6,13.8,,,,,,,
2010-07-19 19:00:00,78.73,310,8.38,24.17,93.6,7.59,13.8,,,,,,,
2010-07-19 19:30:00,78.68,310,8.37,21.47,93.3,7.57,13.8,,,,,,,
2010-07-19 20:00:00,78.61,311,8.38,18.23,93.2,7.57,13.8,,,,,,,
2010-07-19 20:30:00,78.48,311,8.37,22.13,93.1,7.57,13.8,,,,,,,
2010-07-19 21:00:00,78.46,310,8.37,18.3,92.8,7.55,13.8,,,,,,,
2010-07-19 21:30:00,78.49,309,8.39,12.8,92.5,7.53,13.8,,,,,,,
2010-07-19 22:00:00,78.49,309,8.38,11.23,91.9,7.47,13.8,,,,,,,
2010-07-19 22:30:00,78.36,310,8.37,10.1,91.6,7.46,13.8,,,,,,,
2010-07-19 23:00:00,78.26,310,8.36,10.6,91.8,7.48,13.8,,,,,,,
2010-07-19 23:30:00,78.13,310,8.36,8.37,91.4,7.46,13.7,,,,,,,
2010-07-20 00:00:00,78.13,310,8.36,9.13,91.2,7.45,13.7,,,,,,,
2010-07-20 00:30:00,78.12,309,8.38,7.73,91,7.43,13.7,,,,,,,
2010-07-20 01:00:00,78.03,309,8.35,8.07,90.3,7.38,13.7,,,,,,,
2010-07-20 01:30:00,78.03,310,8.33,7.87,89.1,7.29,13.7,,,,,,,
2010-07-20 02:00:00,78.05,309,8.36,6.37,89.7,7.34,13.7,,,,,,,
2010-07-20 02:30:00,77.96,309,8.34,6.33,88.7,7.25,13.7,,,,,,,
2010-07-20 03:00:00,77.91,308,8.34,6.4,88.1,7.21,13.6,,,,,,,
2010-07-20 03:30:00,77.93,308,8.36,5.67,88.5,7.24,13.6,,,,,,,
2010-07-20 04:00:00,77.95,308,8.37,5.63,88,7.19,13.8,,,,,,,
2010-07-20 04:30:00,77.9,308,8.36,5.53,87.3,7.15,13.9,,,,,,,
2010-07-20 05:00:00,77.89,308,8.36,5.83,88.6,7.25,14,,,,,,,
2010-07-20 05:30:00,77.95,308,8.36,5.83,86.9,7.11,14.5,,,,,,,
2010-07-20 06:00:00,77.98,309,8.37,6.63,88.8,7.27,14.4,,,,,,,
2010-07-20 06:30:00,77.98,309,8.37,6.33,90.2,7.37,14.5,,,,,,,
2010-07-20 07:00:00,78.12,307,8.44,4.97,91.5,7.47,14.4,,,,,,,
2010-07-20 07:30:00,78.12,307,8.44,4.3,90.7,7.41,14.3,,,,,,,
2010-07-20 08:00:00,78.19,307,8.48,3.97,92.7,7.56,14.4,,,,,,,
2010-07-20 08:30:00,,,,,,,15.3,,,,,,,
2010-07-20 09:00:00,,,,,,,15.9,,,,,,,
2010-07-20 09:30:00,78.6,309,8.52,3.93,95,7.72,15.3,,,,,,,
2010-07-20 10:00:00,78.69,309,8.5,3.7,95.3,7.74,14.9,,,,,,,
2010-07-20 10:30:00,78.54,310,8.49,3.5,95.5,7.76,14.9,,,,,,,
2010-07-20 11:00:00,78.73,310,8.49,3.23,95.2,7.73,15.5,,,,,,,
2010-07-20 11:30:00,78.84,311,8.5,3.07,96.5,7.82,15.2,,,,,,,
2010-07-20 12:00:00,78.98,307,8.54,3.13,97.2,7.87,15.4,,,,,,,
2010-07-20 12:30:00,79.14,307,8.53,3,98.4,7.95,15.3,,,,,,,
2010-07-20 13:00:00,79.3,307,8.56,2.83,99,7.99,15.2,,,,,,,
2010-07-20 13:30:00,79.51,306,8.6,2.97,102.3,8.24,15.1,,,,,,,
2010-07-20 14:00:00,79.66,306,8.61,2.57,103,8.27,14.9,,,,,,,
2010-07-20 14:30:00,79.69,306,8.64,2.47,103.7,8.34,14.8,,,,,,,
2010-07-20 15:00:00,79.66,305,8.67,2.57,105.8,8.5,14.7,,,,,,,
2010-07-20 15:30:00,79.24,306,8.65,2.8,104.7,8.45,14.6,,,,,,,
2010-07-20 16:00:00,79.23,306,8.66,2.7,105.5,8.51,14.5,,,,,,,
2010-07-20 16:30:00,78.95,306,8.64,3.23,103.8,8.41,14.3,,,,,,,
2010-07-20 17:00:00,79.38,305,8.66,2.47,104.3,8.41,14,,,,,,,
2010-07-20 17:30:00,79.16,305,8.64,2.4,103.6,8.37,13.8,,,,,,,
2010-07-20 18:00:00,79.11,306,8.6,2.23,102,8.24,13.8,,,,,,,
2010-07-20 18:30:00,78.94,306,8.54,2.33,98.4,7.96,13.8,,,,,,,
2010-07-20 19:00:00,78.92,306,8.56,2.6,99.4,8.06,13.8,,,,,,,
2010-07-20 19:30:00,78.82,307,8.52,2.5,97.5,7.9,13.8,,,,,,,
2010-07-20 20:00:00,78.71,307,8.52,2.57,97.8,7.94,13.8,,,,,,,
2010-07-20 20:30:00,78.63,307,8.49,2.47,95.7,7.77,13.8,,,,,,,
2010-07-20 21:00:00,78.51,307,8.49,2.57,96.1,7.81,13.8,,,,,,,
2010-07-20 21:30:00,78.43,309,8.53,3.2,97.1,7.91,13.8,,,,,,,
2010-07-20 22:00:00,78.38,310,8.52,2.87,96.8,7.88,13.8,,,,,,,
2010-07-20 22:30:00,78.32,311,8.49,2.97,94.9,7.73,13.8,,,,,,,
2010-07-20 23:00:00,78.22,311,8.47,3.5,94,7.66,13.7,,,,,,,
2010-07-20 23:30:00,78.18,311,8.48,3.17,94,7.67,13.7,,,,,,,
2010-07-21 00:00:00,78.09,311,8.48,3.3,93.8,7.66,13.7,,,,,,,
2010-07-21 00:30:00,78.06,310,8.46,3.37,92.8,7.58,13.7,,,,,,,
2010-07-21 01:00:00,78.02,311,8.45,3.27,92.1,7.53,13.7,,,,,,,
2010-07-21 01:30:00,77.98,311,8.45,3.33,92,7.52,13.7,,,,,,,
2010-07-21 02:00:00,77.91,312,8.45,3.33,91.4,7.47,13.7,,,,,,,
2010-07-21 02:30:00,77.87,312,8.44,3.27,90.8,7.43,13.7,,,,,,,
2010-07-21 03:00:00,77.83,312,8.42,3.53,90.3,7.39,13.6,,,,,,,
2010-07-21 03:30:00,77.74,311,8.42,4.53,90,7.38,13.6,,,,,,,
2010-07-21 04:00:00,77.75,311,8.42,3.83,89.4,7.33,13.8,,,,,,,
2010-07-21 04:30:00,77.72,309,8.42,3.6,89.7,7.35,14,,,,,,,
2010-07-21 05:00:00,77.68,309,8.4,3.8,89,7.3,14.2,,,,,,,
2010-07-21 05:30:00,77.71,310,8.45,3.8,91.1,7.47,14.4,,,,,,,
2010-07-21 06:00:00,77.73,309,8.44,3.87,90.6,7.43,14.6,,,,,,,
2010-07-21 06:30:00,77.75,309,8.44,3.97,91.5,7.5,14.6,,,,,,,
2010-07-21 07:00:00,,,,,,,15.6,,,,,,,
2010-07-21 07:30:00,,,,,,,16.1,,,,,,,
2010-07-21 08:00:00,,,,,,,16.6,,,,,,,
2010-07-21 08:30:00,,,,,,,16.8,,,,,,,
2010-07-21 09:00:00,,,,,,,16.4,,,,,,,
2010-07-21 09:30:00,78.4,312,8.48,7.47,94.6,7.71,15.9,,,,,,,
2010-07-21 10:00:00,78.6,312,8.48,9.6,95.1,7.73,15.8,,,,,,,
2010-07-21 10:30:00,78.83,313,8.49,10,96.2,7.8,15.7,,,,,,,
2010-07-21 11:00:00,79.11,313,8.48,11.97,96.3,7.79,15.6,,,,,,,
2010-07-21 11:30:00,79.39,313,8.48,13.63,96.8,7.81,15.5,,,,,,,
2010-07-21 12:00:00,79.58,314,8.48,15.6,96.6,7.77,15.3,,,,,,,
2010-07-21 12:30:00,79.79,314,8.47,15,96.2,7.73,15.2,,,,,,,
2010-07-21 13:00:00,79.96,314,8.45,16.9,95.6,7.66,15.1,,,,,,,
2010-07-21 13:30:00,80.16,315,8.44,17.5,95.7,7.65,15,,,,,,,
2010-07-21 14:00:00,80.21,315,8.44,22.27,94.6,7.56,14.9,,,,,,,
2010-07-21 14:30:00,80.29,318,8.44,18.3,94.5,7.55,15,,,,,,,
2010-07-21 15:00:00,80.37,319,8.44,20.73,95.6,7.63,14.9,,,,,,,
2010-07-21 15:30:00,80.44,317,8.44,21,95.5,7.61,14.8,,,,,,,
2010-07-21 16:00:00,80.38,317,8.46,17.73,96.1,7.67,14.7,,,,,,,
2010-07-21 16:30:00,80.4,317,8.46,18.13,96.3,7.68,14.6,,,,,,,
2010-07-21 17:00:00,80.4,317,8.46,16.37,96.3,7.68,14.3,,,,,,,
2010-07-21 17:30:00,80.35,318,8.45,16.77,95.1,7.6,14,,,,,,,
2010-07-21 18:00:00,80.31,317,8.43,15.17,95.5,7.62,13.8,,,,,,,
2010-07-21 18:30:00,80.23,316,8.43,13.87,95,7.59,13.8,,,,,,,
2010-07-21 19:00:00,80.18,318,8.41,14.93,93.7,7.5,13.8,,,,,,,
2010-07-21 19:30:00,80.08,317,8.43,11.27,93.9,7.52,13.8,,,,,,,
2010-07-21 20:00:00,80.04,317,8.42,11.3,93.2,7.46,13.8,,,,,,,
2010-07-21 20:30:00,79.97,315,8.41,11.5,93.1,7.46,13.8,,,,,,,
2010-07-21 21:00:00,79.76,319,8.36,17.2,91.6,7.36,13.8,,,,,,,
2010-07-21 21:30:00,79.83,323,8.42,9.9,93.4,7.5,13.8,,,,,,,
2010-07-21 22:00:00,79.7,318,8.38,13.7,91.7,7.37,13.8,,,,,,,
2010-07-21 22:30:00,79.7,316,8.38,9.77,91.9,7.39,13.8,,,,,,,
2010-07-21 23:00:00,79.48,317,8.35,13.43,91.2,7.34,13.7,,,,,,,
2010-07-21 23:30:00,79.45,317,8.36,11.57,90.4,7.28,13.7,,,,,,,
2010-07-22 00:00:00,79.31,316,8.37,11.17,90.3,7.28,13.7,,,,,,,
2010-07-22 00:30:00,79.17,315,8.38,9.6,90.3,7.29,13.7,,,,,,,
2010-07-22 01:00:00,79.06,314,8.38,6.73,89.6,7.25,13.7,,,,,,,
2010-07-22 01:30:00,79.01,314,8.39,7,89.6,7.25,13.7,,,,,,,
2010-07-22 02:00:00,78.98,315,8.39,7.13,89.4,7.23,13.7,,,,,,,
2010-07-22 02:30:00,78.91,316,8.38,6.93,89.2,7.22,13.6,,,,,,,
2010-07-22 03:00:00,78.82,316,8.38,7.43,89.2,7.23,13.7,,,,,,,
2010-07-22 03:30:00,78.74,316,8.36,7.6,88.4,7.17,13.6,,,,,,,
2010-07-22 04:00:00,78.69,316,8.36,7.13,88.5,7.19,13.7,,,,,,,
2010-07-22 04:30:00,78.72,316,8.37,6.1,89.2,7.24,14.2,,,,,,,
2010-07-22 05:00:00,78.79,315,8.41,5.7,89.9,7.29,14.4,,,,,,,
2010-07-22 05:30:00,78.87,314,8.42,5,90.7,7.35,14.5,,,,,,,
2010-07-22 06:00:00,78.96,315,8.42,4.53,91.6,7.41,14.7,,,,,,,
2010-07-22 06:30:00,79.12,315,8.4,4,90.3,7.3,15,,,,,,,
2010-07-22 07:00:00,79.22,315,8.44,4.13,92.6,7.47,15.1,,,,,,,
2010-07-22 07:30:00,79.33,315,8.4,3.8,91.1,7.35,15.1,,,,,,,
2010-07-22 08:00:00,79.53,315,8.4,3.6,90.8,7.31,15,,,,,,,
2010-07-22 08:30:00,79.66,315,8.37,2.97,90.3,7.25,15.1,,,,,,,
2010-07-22 09:00:00,79.88,315,8.38,3,91.5,7.34,15.1,,,,,,,
2010-07-22 09:30:00,80.09,315,8.41,3.27,94.6,7.58,15.2,,,,,,,
2010-07-22 10:00:00,80.24,312,8.44,3.7,95.7,7.65,15.2,,,,,,,
2010-07-22 10:30:00,80.45,316,8.44,3.37,96.4,7.69,15.1,,,,,,,
2010-07-22 11:00:00,80.63,315,8.46,3.13,97.2,7.73,15.2,,,,,,,
2010-07-22 11:30:00,80.76,315,8.5,3,98.5,7.83,15.3,,,,,,,
2010-07-22 12:00:00,80.93,314,8.52,2.93,99.5,7.89,15.1,,,,,,,
2010-07-22 12:30:00,81.03,314,8.54,2.77,102.2,8.1,15,,,,,,,
2010-07-22 13:00:00,80.99,313,8.57,2.87,103.6,8.21,15.1,,,,,,,
2010-07-22 13:30:00,81.07,313,8.58,2.8,102.5,8.12,15,,,,,,,
2010-07-22 14:00:00,81.13,313,8.58,2.9,103.5,8.2,14.9,,,,,,,
2010-07-22 14:30:00,81.04,311,8.61,2.83,104.7,8.3,14.7,,,,,,,
2010-07-22 15:00:00,80.88,311,8.65,2.6,107.8,8.55,14.8,,,,,,,
2010-07-22 15:30:00,80.89,310,8.66,2.73,108.4,8.61,14.5,,,,,,,
2010-07-22 16:00:00,80.49,310,8.69,2.5,110.8,8.83,14.4,,,,,,,
2010-07-22 16:30:00,80,309,8.74,2.37,113.3,9.07,14.3,,,,,,,
2010-07-22 17:00:00,79.93,309,8.74,2.37,112.7,9.03,14,,,,,,,
2010-07-22 17:30:00,79.76,307,8.76,2.33,113.3,9.1,13.8,,,,,,,
2010-07-22 18:00:00,79.57,305,8.76,3.5,114.1,9.18,13.8,,,,,,,
2010-07-22 18:30:00,79.35,306,8.75,2.3,113,9.11,13.8,,,,,,,
2010-07-22 19:00:00,79.43,305,8.74,2.23,111.3,8.96,13.8,,,,,,,
2010-07-22 19:30:00,79.44,306,8.7,2.2,108.2,8.72,13.8,,,,,,,
2010-07-22 20:00:00,79.17,306,8.68,1.87,106,8.56,13.8,,,,,,,
2010-07-22 20:30:00,79.2,306,8.63,2.17,103.1,8.33,13.8,,,,,,,
2010-07-22 21:00:00,79.19,307,8.59,2.13,100.9,8.15,13.8,,,,,,,
2010-07-22 21:30:00,79.02,306,8.62,2.07,101.9,8.25,13.8,,,,,,,
2010-07-22 22:00:00,78.89,306,8.65,2.1,102.7,8.32,13.8,,,,,,,
2010-07-22 22:30:00,78.73,305,8.68,2.5,103.7,8.42,13.7,,,,,,,
2010-07-22 23:00:00,78.67,305,8.66,2.23,101.6,8.25,13.7,,,,,,,
2010-07-22 23:30:00,78.57,306,8.63,2.1,99,8.05,13.7,,,,,,,
2010-07-23 00:00:00,78.56,305,8.61,2.43,98.1,7.97,13.7,,,,,,,
2010-07-23 00:30:00,78.51,305,8.61,2.1,97.7,7.94,13.7,,,,,,,
2010-07-23 01:00:00,78.41,305,8.6,2.2,96.8,7.88,13.7,,,,,,,
2010-07-23 01:30:00,78.37,305,8.6,2.1,96.9,7.89,13.7,,,,,,,
2010-07-23 02:00:00,78.32,305,8.56,2.33,94.9,7.73,13.7,,,,,,,
2010-07-23 02:30:00,78.26,305,8.53,2.87,93.7,7.64,13.7,,,,,,,
2010-07-23 03:00:00,78.25,305,8.53,3.63,93.4,7.62,13.6,,,,,,,
2010-07-23 03:30:00,78.21,305,8.53,5.2,93.5,7.62,13.6,,,,,,,
2010-07-23 04:00:00,78.07,304,8.52,9.17,94.1,7.68,13.6,,,,,,,
2010-07-23 04:30:00,78.07,303,8.53,13.23,94,7.68,13.6,,,,,,,
2010-07-23 05:00:00,78.03,303,8.5,10.67,93.9,7.67,13.7,,,,,,,
2010-07-23 05:30:00,78.06,303,8.5,11.5,93.8,7.66,14.3,,,,,,,
2010-07-23 06:00:00,78.1,303,8.49,10.17,94.1,7.68,14.4,,,,,,,
2010-07-23 06:30:00,78.21,303,8.49,9.5,94,7.67,14.7,,,,,,,
2010-07-23 07:00:00,78.3,303,8.51,10.5,94.6,7.71,14.9,,,,,,,
2010-07-23 07:30:00,,,,,,,16.2,,,,,,,
2010-07-23 08:00:00,,,,,,,15.8,,,,,,,
2010-07-23 08:30:00,,,,,,,16.5,,,,,,,
2010-07-23 09:00:00,,,,,,,15.6,,,,,,,
2010-07-23 09:30:00,79.31,303,8.44,32.33,95.1,7.67,15.8,,,,,,,
2010-07-23 10:00:00,79.58,304,8.44,41.77,95.4,7.68,15.5,,,,,,,
2010-07-23 10:30:00,79.81,304,8.43,52.5,95.6,7.67,15.3,,,,,,,
2010-07-23 11:00:00,80.22,305,8.41,61.13,95.4,7.62,15.2,,,,,,,
2010-07-23 11:30:00,80.23,304,8.43,55.67,95.7,7.65,15.2,,,,,,,
2010-07-23 12:00:00,80.51,303,8.43,52,95.1,7.58,15.2,,,,,,,
2010-07-23 12:30:00,80.64,301,8.4,63.23,94.9,7.55,14.8,,,,,,,
2010-07-23 13:00:00,80.66,299,8.36,54.47,93.9,7.47,14.3,,,,,,,
2010-07-23 13:30:00,80.67,300,8.36,58.23,93.1,7.41,14,,,,,,,
2010-07-23 14:00:00,80.62,301,8.36,61.03,92.9,7.4,13.8,,,,,,,
2010-07-23 14:30:00,80.58,301,8.35,62.33,92.9,7.4,13.9,,,,,,,
2010-07-23 15:00:00,80.65,303,8.34,59.4,92.2,7.34,14.7,,,,,,,
2010-07-23 15:30:00,80.75,305,8.35,51.2,92,7.31,14.8,,,,,,,
2010-07-23 16:00:00,80.77,305,8.34,51.8,91.9,7.3,14.6,,,,,,,
2010-07-23 16:30:00,80.76,306,8.34,47.47,91.4,7.27,14.3,,,,,,,
2010-07-23 17:00:00,80.69,306,8.35,38.43,91.1,7.25,13.9,,,,,,,
2010-07-23 17:30:00,80.6,305,8.35,36.6,91.1,7.26,13.7,,,,,,,
2010-07-23 18:00:00,80.46,303,8.35,44.83,90.8,7.24,13.8,,,,,,,
2010-07-23 18:30:00,80.28,303,8.34,43.83,90.7,7.25,13.8,,,,,,,
