times,Temp_F,Sp Cond_µS/cm,pH_,Turb+_NTU+,ODOSat_%,ODO_mg/L,Bat_V,ADCP Temp_F,Press_psi,Bat_V,Level_ft,Hs_ft,Ts_sec,Vel Mag_ft/s
2008-08-03 13:30:00,79.51,290,8.37,2.03,102.8,8.27,14.2,,,,,,,
2008-08-03 14:00:00,79.44,287,8.38,2.13,103.1,8.3,14.4,,,,,,,
2008-08-03 14:30:00,79.4,290,8.39,1.63,103.3,8.32,14.3,,,,,,,
2008-08-03 15:00:00,79.44,289,8.39,1.4,103.7,8.36,14.1,,,,,,,
2008-08-03 15:30:00,79.43,290,8.38,1.63,103.3,8.32,14.2,,,,,,,
2008-08-03 16:00:00,79.44,288,8.37,2.07,102.6,8.27,14.2,,,,,,,
2008-08-03 16:30:00,79.37,288,8.37,2.47,102.2,8.24,14.1,,,,,,,
2008-08-03 17:00:00,79.34,290,8.36,3,101.6,8.19,13.4,,,,,,,
2008-08-03 17:30:00,79.29,289,8.35,3.3,101,8.15,13.3,,,,,,,
2008-08-03 18:00:00,79.16,292,8.33,3.23,99.8,8.06,13.3,,,,,,,
2008-08-03 18:30:00,79.03,286,8.31,4.17,97.8,7.91,13.3,,,,,,,
2008-08-03 19:00:00,78.86,286,8.27,7.73,95.9,7.77,13.2,,,,,,,
2008-08-03 19:30:00,78.77,286,8.28,6.6,96,7.79,13.2,,,,,,,
2008-08-03 20:00:00,78.68,286,8.26,7.27,95.5,7.76,13.2,,,,,,,
2008-08-03 20:30:00,78.55,285,8.27,6.7,96.1,7.81,13.2,,,,,,,
2008-08-03 21:00:00,78.39,285,8.27,6.3,95.9,7.81,13.2,,,,,,,
2008-08-03 21:30:00,78.16,285,8.27,7.43,95.4,7.79,13.2,,,,,,,
2008-08-03 22:00:00,78.24,285,8.24,5.27,94.4,7.69,13.2,,,,,,,
2008-08-03 22:30:00,78.12,285,8.25,4.9,94.5,7.71,13.2,,,,,,,
2008-08-03 23:00:00,78.02,285,8.25,4.57,94.3,7.71,13.2,,,,,,,
2008-08-03 23:30:00,77.99,285,8.28,3.37,95.4,7.8,13.1,,,,,,,
2008-08-04 00:00:00,77.98,285,8.28,3.5,95.2,7.78,13.1,,,,,,,
2008-08-04 00:30:00,77.85,285,8.27,3.3,94.7,7.75,13.1,,,,,,,
2008-08-04 01:00:00,77.9,287,8.27,3.17,94.7,7.74,13.1,,,,,,,
2008-08-04 01:30:00,78.05,286,8.3,2.9,96,7.84,13.1,,,,,,,
2008-08-04 02:00:00,78.1,285,8.34,2.4,97.8,7.99,13.1,,,,,,,
2008-08-04 02:30:00,78.09,285,8.33,2.23,97.9,7.99,13.1,,,,,,,
2008-08-04 03:00:00,78.03,285,8.32,2.2,97.4,7.96,13.1,,,,,,,
2008-08-04 03:30:00,77.92,285,8.3,2.33,96.2,7.87,13.1,,,,,,,
2008-08-04 04:00:00,77.78,286,8.28,2.7,95,7.78,13.2,,,,,,,
2008-08-04 04:30:00,77.67,286,8.26,3.17,94.3,7.74,13.5,,,,,,,
2008-08-04 05:00:00,77.69,286,8.28,2.77,95.4,7.82,13.9,,,,,,,
2008-08-04 05:30:00,77.63,286,8.26,2.93,94.3,7.74,14.2,,,,,,,
2008-08-04 06:00:00,77.68,286,8.26,3.03,94.5,7.75,14.3,,,,,,,
2008-08-04 06:30:00,77.8,286,8.26,2.97,94.9,7.77,14.3,,,,,,,
2008-08-04 07:00:00,78.14,286,8.31,2.67,97.5,7.96,14.2,,,,,,,
2008-08-04 07:30:00,78.26,286,8.33,2.5,98.8,8.05,14.1,,,,,,,
2008-08-04 08:00:00,78.5,287,8.33,3.33,98.9,8.04,14.2,,,,,,,
2008-08-04 08:30:00,78.62,287,8.35,2.77,100.1,8.13,14.1,,,,,,,
2008-08-04 09:00:00,78.76,287,8.36,2.53,100.8,8.18,14.2,,,,,,,
2008-08-04 09:30:00,78.91,287,8.37,2.8,101.5,8.22,14.3,,,,,,,
2008-08-04 10:00:00,79.13,287,8.36,2.7,101.8,8.23,14.2,,,,,,,
2008-08-04 10:30:00,79.33,287,8.36,2.63,102.7,8.29,14.3,,,,,,,
2008-08-04 11:00:00,79.33,287,8.38,2.33,103.7,8.36,14.2,,,,,,,
2008-08-04 11:30:00,79.31,287,8.39,2.47,104,8.39,14,,,,,,,
2008-08-04 12:00:00,79.35,291,8.39,2.27,104.2,8.4,14.3,,,,,,,
2008-08-04 12:30:00,79.52,290,8.4,2.17,104.9,8.44,14.2,,,,,,,
2008-08-04 13:00:00,79.46,291,8.39,2.1,104.8,8.44,14.1,,,,,,,
2008-08-04 13:30:00,79.52,291,8.39,2.03,104.6,8.42,14.2,,,,,,,
2008-08-04 14:00:00,79.46,291,8.39,2.23,104.8,8.43,13.5,,,,,,,
2008-08-04 14:30:00,79.27,292,8.39,2.07,104.1,8.4,13.4,,,,,,,
2008-08-04 15:00:00,79.47,291,8.36,1.77,102.3,8.23,13.4,,,,,,,
2008-08-04 15:30:00,79.47,291,8.34,1.97,101.5,8.17,13.4,,,,,,,
2008-08-04 16:00:00,79.38,294,8.33,2.13,100.3,8.08,13.4,,,,,,,
2008-08-04 16:30:00,79.28,294,8.33,2.3,100.5,8.11,13.4,,,,,,,
2008-08-04 17:00:00,79.21,294,8.35,2.13,100.8,8.14,13.3,,,,,,,
2008-08-04 17:30:00,79.11,294,8.37,2.37,102,8.24,13.3,,,,,,,
2008-08-04 18:00:00,78.94,293,8.33,2.3,99.4,8.05,13.3,,,,,,,
2008-08-04 18:30:00,78.76,293,8.33,1.87,98.4,7.99,13.3,,,,,,,
2008-08-04 19:00:00,78.69,293,8.32,1.8,97.5,7.91,13.2,,,,,,,
2008-08-04 19:30:00,78.64,288,8.32,1.7,97.2,7.89,13.2,,,,,,,
2008-08-04 20:00:00,78.57,288,8.31,1.7,95.9,7.79,13.2,,,,,,,
2008-08-04 20:30:00,78.52,289,8.31,1.63,96.6,7.86,13.2,,,,,,,
2008-08-04 21:00:00,78.45,289,8.36,1.53,99,8.05,13.2,,,,,,,
2008-08-04 21:30:00,78.4,291,8.32,1.77,96.2,7.83,13.2,,,,,,,
2008-08-04 22:00:00,78.37,291,8.32,1.83,96.5,7.86,13.2,,,,,,,
2008-08-04 22:30:00,78.27,291,8.28,1.3,94.3,7.69,13.2,,,,,,,
2008-08-04 23:00:00,78.25,291,8.32,1.73,96.4,7.86,13.1,,,,,,,
2008-08-04 23:30:00,78.16,291,8.31,1.73,96.4,7.86,13.1,,,,,,,
2008-08-05 00:00:00,78.03,292,8.31,1.63,95.8,7.83,13.1,,,,,,,
2008-08-05 00:30:00,77.97,292,8.29,1.7,94.7,7.74,13.1,,,,,,,
2008-08-05 01:00:00,77.95,292,8.29,1.6,95.4,7.8,13.1,,,,,,,
2008-08-05 01:30:00,77.9,292,8.31,1.57,96,7.86,13.1,,,,,,,
2008-08-05 02:00:00,77.79,291,8.3,1.6,95.3,7.8,13.1,,,,,,,
2008-08-05 02:30:00,77.73,292,8.29,1.7,95,7.79,13.1,,,,,,,
2008-08-05 03:00:00,77.67,290,8.27,1.6,93.6,7.68,13.1,,,,,,,
2008-08-05 03:30:00,77.64,290,8.25,1.73,92.6,7.6,13.1,,,,,,,
2008-08-05 04:00:00,77.57,291,8.24,1.47,91.7,7.53,13.1,,,,,,,
2008-08-05 04:30:00,77.53,291,8.22,1.4,91,7.47,13.1,,,,,,,
2008-08-05 05:00:00,77.45,290,8.2,1.4,90.1,7.4,13.1,,,,,,,
2008-08-05 05:30:00,77.39,290,8.22,1.27,90.8,7.46,13.2,,,,,,,
2008-08-05 06:00:00,77.36,290,8.21,1.37,90.3,7.43,13.3,,,,,,,
2008-08-05 06:30:00,77.35,290,8.24,1.17,91.8,7.55,13.9,,,,,,,
2008-08-05 07:00:00,77.38,291,8.27,1.33,93.1,7.66,14.1,,,,,,,
2008-08-05 07:30:00,77.42,290,8.28,1.17,94.3,7.75,14,,,,,,,
2008-08-05 08:00:00,77.54,291,8.24,1.03,92.6,7.61,14.3,,,,,,,
2008-08-05 08:30:00,77.78,292,8.28,1.3,95.2,7.8,14.1,,,,,,,
2008-08-05 09:00:00,78.07,293,8.34,1.53,99.1,8.1,14.2,,,,,,,
2008-08-05 09:30:00,78.33,293,8.35,1.47,100.5,8.18,14.3,,,,,,,
2008-08-05 10:00:00,78.56,293,8.35,1.4,101.3,8.23,14.2,,,,,,,
2008-08-05 10:30:00,78.66,292,8.38,1.37,102.7,8.33,14.2,,,,,,,
2008-08-05 11:00:00,78.81,292,8.39,1.43,104.4,8.46,14.2,,,,,,,
2008-08-05 11:30:00,78.87,292,8.4,1.27,105.1,8.51,14.2,,,,,,,
2008-08-05 12:00:00,79.1,290,8.41,1.2,106,8.57,14.1,,,,,,,
2008-08-05 12:30:00,79.17,288,8.41,1.23,105.8,8.55,14.2,,,,,,,
2008-08-05 13:00:00,79.14,289,8.43,1.33,107.1,8.66,14.1,,,,,,,
2008-08-05 13:30:00,79.2,289,8.44,1.33,107.6,8.69,14.1,,,,,,,
2008-08-05 14:00:00,79.3,289,8.44,1.33,108.1,8.73,14.2,,,,,,,
2008-08-05 14:30:00,79.36,289,8.45,1.33,108.3,8.73,14.1,,,,,,,
2008-08-05 15:00:00,79.39,289,8.45,1.83,108.5,8.74,14.3,,,,,,,
2008-08-05 15:30:00,79.34,289,8.45,2.07,107.9,8.71,13.9,,,,,,,
2008-08-05 16:00:00,79.31,289,8.44,2.4,106.8,8.61,13.4,,,,,,,
2008-08-05 16:30:00,79.27,289,8.43,2.8,106.1,8.57,13.4,,,,,,,
2008-08-05 17:00:00,79.22,289,8.42,3.1,105.2,8.5,13.3,,,,,,,
2008-08-05 17:30:00,79.22,289,8.4,4.13,103.8,8.38,13.3,,,,,,,
2008-08-05 18:00:00,79.19,289,8.38,5.6,102.4,8.27,13.3,,,,,,,
2008-08-05 18:30:00,79.17,290,8.35,7.23,100.5,8.11,13.3,,,,,,,
2008-08-05 19:00:00,79.13,290,8.34,7.23,99.6,8.05,13.3,,,,,,,
2008-08-05 19:30:00,79.05,290,8.33,7.57,99,8.01,13.3,,,,,,,
2008-08-05 20:00:00,78.96,291,8.31,11.47,97.6,7.9,13.3,,,,,,,
2008-08-05 20:30:00,78.87,291,8.28,13.07,96.6,7.83,13.2,,,,,,,
2008-08-05 21:00:00,78.81,291,8.26,14.3,96,7.78,13.2,,,,,,,
2008-08-05 21:30:00,78.65,292,8.24,14.6,95.2,7.73,13.2,,,,,,,
2008-08-05 22:00:00,78.6,293,8.25,11.1,96,7.8,13.2,,,,,,,
2008-08-05 22:30:00,78.49,293,8.17,16.47,92.8,7.55,13.2,,,,,,,
2008-08-05 23:00:00,78.41,293,8.17,19.23,92.7,7.55,13.2,,,,,,,
2008-08-05 23:30:00,78.35,294,8.16,17.8,92.3,7.51,13.2,,,,,,,
2008-08-06 00:00:00,78.2,294,8.14,16.3,92.1,7.51,13.2,,,,,,,
2008-08-06 00:30:00,78.14,293,8.15,13.83,91.7,7.48,13.1,,,,,,,
2008-08-06 01:00:00,78.09,294,8.15,10.8,91.8,7.5,13.1,,,,,,,
2008-08-06 01:30:00,78.06,294,8.17,9.27,92.7,7.57,13.1,,,,,,,
2008-08-06 02:00:00,78.03,294,8.2,8.2,93.3,7.62,13.1,,,,,,,
