times,Turb+,Units
2011-06-25 09:45:00,55.6,NTU+
2011-06-25 10:15:00,48.8,NTU+
2011-06-25 10:45:00,40.5,NTU+
2011-06-25 11:15:00,39.8,NTU+
2011-06-25 11:45:00,51.6,NTU+
2011-06-25 12:15:00,41.9,NTU+
2011-06-25 12:45:00,41.6,NTU+
2011-06-25 13:15:00,44.8,NTU+
2011-06-25 13:45:00,44.5,NTU+
2011-06-25 14:15:00,45.7,NTU+
2011-06-25 14:45:00,53.4,NTU+
2011-06-25 15:15:00,50.6,NTU+
2011-06-25 15:45:00,54.3,NTU+
2011-06-25 16:15:00,48.3,NTU+
2011-06-25 16:45:00,48.3,NTU+
2011-06-25 17:15:00,44.0,NTU+
2011-06-25 17:45:00,43.2,NTU+
2011-06-25 18:15:00,40.7,NTU+
2011-06-25 18:45:00,40.0,NTU+
2011-06-25 19:15:00,42.2,NTU+
2011-06-25 19:45:00,36.0,NTU+
2011-06-25 20:15:00,34.0,NTU+
2011-06-25 20:45:00,35.2,NTU+
2011-06-25 21:15:00,33.6,NTU+
2011-06-25 21:45:00,30.9,NTU+
2011-06-25 22:15:00,30.2,NTU+
2011-06-25 22:45:00,28.7,NTU+
2011-06-25 23:15:00,32.2,NTU+
2011-06-25 23:45:00,28.6,NTU+
2011-06-26 00:15:00,27.3,NTU+
2011-06-26 00:45:00,27.5,NTU+
2011-06-26 01:15:00,27.9,NTU+
2011-06-26 01:45:00,27.0,NTU+
2011-06-26 02:15:00,28.7,NTU+
2011-06-26 02:45:00,27.8,NTU+
2011-06-26 03:15:00,26.2,NTU+
2011-06-26 03:45:00,24.5,NTU+
2011-06-26 04:15:00,24.2,NTU+
2011-06-26 04:45:00,24.0,NTU+
2011-06-26 05:15:00,23.6,NTU+
2011-06-26 05:45:00,22.7,NTU+
2011-06-26 06:15:00,22.5,NTU+
2011-06-26 06:45:00,20.4,NTU+
2011-06-26 07:15:00,20.2,NTU+
2011-06-26 07:45:00,17.8,NTU+
2011-06-26 08:15:00,16.2,NTU+
2011-06-26 08:45:00,14.4,NTU+
2011-06-26 09:15:00,3.9,NTU+
2011-06-26 09:45:00,4.4,NTU+
2011-06-26 10:15:00,4.1,NTU+
2011-06-26 10:45:00,6.9,NTU+
2011-06-26 11:15:00,3.8,NTU+
2011-06-26 11:45:00,3.2,NTU+
2011-06-26 12:15:00,3.0,NTU+
2011-06-26 12:45:00,3.6,NTU+
2011-06-26 13:15:00,4.4,NTU+
2011-06-26 13:45:00,3.9,NTU+
2011-06-26 14:15:00,3.3,NTU+
2011-06-26 14:45:00,3.7,NTU+
2011-06-26 15:15:00,3.5,NTU+
2011-06-26 15:45:00,3.6,NTU+
2011-06-26 16:15:00,3.3,NTU+
2011-06-26 16:45:00,3.6,NTU+
2011-06-26 17:15:00,3.8,NTU+
2011-06-26 17:45:00,4.0,NTU+
2011-06-26 18:15:00,4.5,NTU+
2011-06-26 18:45:00,5.6,NTU+
2011-06-26 19:15:00,4.0,NTU+
2011-06-26 19:45:00,4.5,NTU+
2011-06-26 20:15:00,4.4,NTU+
2011-06-26 20:45:00,4.6,NTU+
2011-06-26 21:15:00,4.6,NTU+
2011-06-26 21:45:00,5.1,NTU+
2011-06-26 22:15:00,4.8,NTU+
2011-06-26 22:45:00,6.2,NTU+
2011-06-26 23:15:00,8.2,NTU+
2011-06-26 23:45:00,5.9,NTU+
2011-06-27 00:15:00,7.1,NTU+
2011-06-27 00:45:00,7.4,NTU+
2011-06-27 01:15:00,8.5,NTU+
2011-06-27 01:45:00,5.8,NTU+
2011-06-27 02:15:00,6.0,NTU+
2011-06-27 02:45:00,5.8,NTU+
2011-06-27 03:15:00,5.1,NTU+
2011-06-27 03:45:00,5.5,NTU+
2011-06-27 04:15:00,5.2,NTU+
2011-06-27 04:45:00,5.3,NTU+
2011-06-27 05:15:00,5.7,NTU+
2011-06-27 05:45:00,4.9,NTU+
2011-06-27 06:15:00,4.9,NTU+
2011-06-27 06:45:00,5.2,NTU+
2011-06-27 07:15:00,4.0,NTU+
2011-06-27 07:45:00,4.4,NTU+
2011-06-27 08:15:00,4.2,NTU+
2011-06-27 08:45:00,4.0,NTU+
2011-06-27 09:15:00,4.0,NTU+
2011-06-27 09:45:00,4.2,NTU+
2011-06-27 10:15:00,4.2,NTU+
2011-06-27 10:45:00,4.4,NTU+
2011-06-27 11:15:00,4.2,NTU+
2011-06-27 11:45:00,4.3,NTU+
2011-06-27 12:15:00,4.5,NTU+
2011-06-27 12:45:00,5.4,NTU+
2011-06-27 13:15:00,5.4,NTU+
2011-06-27 13:45:00,6.9,NTU+
2011-06-27 14:15:00,6.5,NTU+
2011-06-27 14:45:00,6.6,NTU+
2011-06-27 15:15:00,6.2,NTU+
2011-06-27 15:45:00,6.2,NTU+
2011-06-27 16:15:00,5.5,NTU+
2011-06-27 16:45:00,5.8,NTU+
2011-06-27 17:15:00,5.5,NTU+
2011-06-27 17:45:00,5.3,NTU+
2011-06-27 18:15:00,5.7,NTU+
2011-06-27 18:45:00,5.7,NTU+
2011-06-27 19:15:00,5.5,NTU+
2011-06-27 19:45:00,5.4,NTU+
2011-06-27 20:15:00,4.8,NTU+
2011-06-27 20:45:00,4.7,NTU+
2011-06-27 21:15:00,4.2,NTU+
2011-06-27 21:45:00,4.1,NTU+
2011-06-27 22:15:00,4.0,NTU+
2011-06-27 22:45:00,3.6,NTU+
2011-06-27 23:15:00,3.7,NTU+
2011-06-27 23:45:00,3.3,NTU+
2011-06-28 00:15:00,3.4,NTU+
2011-06-28 00:45:00,3.4,NTU+
2011-06-28 01:15:00,3.3,NTU+
2011-06-28 01:45:00,3.4,NTU+
2011-06-28 02:15:00,3.4,NTU+
2011-06-28 02:45:00,4.1,NTU+
2011-06-28 03:15:00,3.9,NTU+
2011-06-28 03:45:00,3.7,NTU+
2011-06-28 04:15:00,4.2,NTU+
2011-06-28 04:45:00,4.0,NTU+
2011-06-28 05:15:00,3.7,NTU+
2011-06-28 05:45:00,3.8,NTU+
2011-06-28 06:15:00,3.9,NTU+
2011-06-28 06:45:00,3.8,NTU+
2011-06-28 07:15:00,3.5,NTU+
2011-06-28 07:45:00,3.5,NTU+
2011-06-28 08:15:00,3.4,NTU+
2011-06-28 08:45:00,3.6,NTU+
2011-06-28 09:15:00,6.6,NTU+
2011-06-28 09:45:00,11.4,NTU+
2011-06-28 10:15:00,17.3,NTU+
2011-06-28 10:45:00,28.8,NTU+
2011-06-28 11:15:00,23.4,NTU+
2011-06-28 11:45:00,27.1,NTU+
2011-06-28 12:15:00,23.2,NTU+
2011-06-28 12:45:00,24.0,NTU+
2011-06-28 13:15:00,27.2,NTU+
2011-06-28 13:45:00,26.9,NTU+
2011-06-28 14:15:00,19.6,NTU+
2011-06-28 14:45:00,26.4,NTU+
2011-06-28 15:15:00,34.7,NTU+
2011-06-28 15:45:00,33.6,NTU+
2011-06-28 16:15:00,27.7,NTU+
2011-06-28 16:45:00,25.9,NTU+
2011-06-28 17:15:00,24.3,NTU+
2011-06-28 17:45:00,28.7,NTU+
2011-06-28 18:15:00,23.5,NTU+
2011-06-28 18:45:00,28.6,NTU+
2011-06-28 19:15:00,24.2,NTU+
2011-06-28 19:45:00,34.0,NTU+
2011-06-28 20:15:00,33.3,NTU+
2011-06-28 20:45:00,35.0,NTU+
2011-06-28 21:15:00,30.4,NTU+
2011-06-28 21:45:00,35.1,NTU+
2011-06-28 22:15:00,46.9,NTU+
2011-06-28 22:45:00,48.9,NTU+
2011-06-28 23:15:00,40.6,NTU+
2011-06-28 23:45:00,34.8,NTU+
2011-06-29 00:15:00,16.6,NTU+
2011-06-29 00:45:00,22.1,NTU+
2011-06-29 01:15:00,36.0,NTU+
2011-06-29 01:45:00,35.8,NTU+
2011-06-29 02:15:00,39.8,NTU+
2011-06-29 02:45:00,43.5,NTU+
2011-06-29 03:15:00,46.7,NTU+
2011-06-29 03:45:00,52.2,NTU+
2011-06-29 04:15:00,56.1,NTU+
2011-06-29 04:45:00,56.3,NTU+
2011-06-29 05:15:00,64.7,NTU+
2011-06-29 05:45:00,61.5,NTU+
2011-06-29 06:15:00,68.0,NTU+
2011-06-29 06:45:00,73.6,NTU+
2011-06-29 07:15:00,76.2,NTU+
2011-06-29 07:45:00,55.1,NTU+
2011-06-29 08:15:00,41.8,NTU+
2011-06-29 08:45:00,50.1,NTU+
2011-06-29 09:15:00,53.0,NTU+
2011-06-29 09:45:00,62.3,NTU+
2011-06-29 10:15:00,45.8,NTU+
2011-06-29 10:45:00,48.9,NTU+
2011-06-29 11:15:00,32.4,NTU+
2011-06-29 11:45:00,39.4,NTU+
2011-06-29 12:15:00,37.2,NTU+
2011-06-29 12:45:00,36.5,NTU+
2011-06-29 13:15:00,37.4,NTU+
2011-06-29 13:45:00,44.2,NTU+
2011-06-29 14:15:00,43.7,NTU+
2011-06-29 14:45:00,45.9,NTU+
2011-06-29 15:15:00,40.3,NTU+
2011-06-29 15:45:00,39.6,NTU+
2011-06-29 16:15:00,37.3,NTU+
2011-06-29 16:45:00,39.1,NTU+
2011-06-29 17:15:00,38.5,NTU+
2011-06-29 17:45:00,32.5,NTU+
2011-06-29 18:15:00,33.1,NTU+
2011-06-29 18:45:00,37.6,NTU+
2011-06-29 19:15:00,32.0,NTU+
2011-06-29 19:45:00,28.5,NTU+
2011-06-29 20:15:00,27.5,NTU+
2011-06-29 20:45:00,23.7,NTU+
2011-06-29 21:15:00,27.1,NTU+
2011-06-29 21:45:00,21.5,NTU+
2011-06-29 22:15:00,24.5,NTU+
2011-06-29 22:45:00,23.2,NTU+
2011-06-29 23:15:00,22.3,NTU+
2011-06-29 23:45:00,20.6,NTU+
2011-06-30 00:15:00,20.4,NTU+
2011-06-30 00:45:00,19.8,NTU+
2011-06-30 01:15:00,19.0,NTU+
2011-06-30 01:45:00,17.8,NTU+
2011-06-30 02:15:00,16.9,NTU+
2011-06-30 02:45:00,16.1,NTU+
2011-06-30 03:15:00,18.7,NTU+
2011-06-30 03:45:00,18.8,NTU+
2011-06-30 04:15:00,17.4,NTU+
2011-06-30 04:45:00,11.4,NTU+
2011-06-30 05:15:00,11.5,NTU+
2011-06-30 05:45:00,12.6,NTU+
2011-06-30 06:15:00,11.9,NTU+
2011-06-30 06:45:00,9.4,NTU+
2011-06-30 07:15:00,6.6,NTU+
2011-06-30 07:45:00,6.0,NTU+
2011-06-30 08:15:00,5.1,NTU+
2011-06-30 08:45:00,5.3,NTU+
2011-06-30 09:15:00,5.0,NTU+
2011-06-30 09:45:00,4.8,NTU+
2011-06-30 10:15:00,4.4,NTU+
2011-06-30 10:45:00,4.4,NTU+
2011-06-30 11:15:00,4.2,NTU+
2011-06-30 11:45:00,3.4,NTU+
2011-06-30 12:15:00,3.6,NTU+
2011-06-30 12:45:00,4.2,NTU+
2011-06-30 13:15:00,4.0,NTU+
2011-06-30 13:45:00,4.6,NTU+
2011-06-30 14:15:00,3.5,NTU+
2011-06-30 14:45:00,3.5,NTU+
2011-06-30 15:15:00,3.6,NTU+
2011-06-30 15:45:00,3.6,NTU+
2011-06-30 16:15:00,3.6,NTU+
2011-06-30 16:45:00,3.6,NTU+
2011-06-30 17:15:00,3.7,NTU+
2011-06-30 17:45:00,3.9,NTU+
2011-06-30 18:15:00,3.8,NTU+
2011-06-30 18:45:00,4.2,NTU+
2011-06-30 19:15:00,3.7,NTU+
2011-06-30 19:45:00,4.2,NTU+
2011-06-30 20:15:00,3.9,NTU+
2011-06-30 20:45:00,4.0,NTU+
2011-06-30 21:15:00,3.8,NTU+
2011-06-30 21:45:00,4.3,NTU+
2011-06-30 22:15:00,3.9,NTU+
2011-06-30 22:45:00,3.9,NTU+
2011-06-30 23:15:00,4.0,NTU+
2011-06-30 23:45:00,3.9,NTU+
2011-07-01 00:15:00,3.6,NTU+
2011-07-01 00:45:00,3.7,NTU+
2011-07-01 01:15:00,3.6,NTU+
2011-07-01 01:45:00,3.5,NTU+
2011-07-01 02:15:00,3.7,NTU+
2011-07-01 02:45:00,3.5,NTU+
2011-07-01 03:15:00,3.6,NTU+
2011-07-01 03:45:00,3.6,NTU+
2011-07-01 04:15:00,3.6,NTU+
2011-07-01 04:45:00,3.6,NTU+
2011-07-01 05:15:00,3.7,NTU+
2011-07-01 05:45:00,3.7,NTU+
2011-07-01 06:15:00,3.6,NTU+
2011-07-01 06:45:00,3.7,NTU+
2011-07-01 07:15:00,3.7,NTU+
2011-07-01 07:45:00,3.5,NTU+
2011-07-01 08:15:00,3.4,NTU+
2011-07-01 08:45:00,3.3,NTU+
2011-07-01 09:15:00,3.6,NTU+
2011-07-01 09:45:00,3.5,NTU+
2011-07-01 10:15:00,3.4,NTU+
2011-07-01 10:45:00,3.6,NTU+
2011-07-01 11:15:00,3.5,NTU+
2011-07-01 11:45:00,3.6,NTU+
2011-07-01 12:15:00,3.5,NTU+
2011-07-01 12:45:00,3.3,NTU+
2011-07-01 13:15:00,3.5,NTU+
2011-07-01 13:45:00,3.6,NTU+
2011-07-01 14:15:00,3.6,NTU+
2011-07-01 14:45:00,3.7,NTU+
2011-07-01 15:15:00,3.6,NTU+
2011-07-01 15:45:00,3.9,NTU+
2011-07-01 16:15:00,4.2,NTU+
2011-07-01 16:45:00,4.0,NTU+
2011-07-01 17:15:00,3.6,NTU+
2011-07-01 17:45:00,4.2,NTU+
2011-07-01 18:15:00,4.3,NTU+
2011-07-01 18:45:00,4.3,NTU+
2011-07-01 19:15:00,5.3,NTU+
2011-07-01 19:45:00,3.9,NTU+
2011-07-01 20:15:00,3.9,NTU+
2011-07-01 20:45:00,4.1,NTU+
2011-07-01 21:15:00,4.7,NTU+
2011-07-01 21:45:00,4.6,NTU+
2011-07-01 22:15:00,5.2,NTU+
2011-07-01 22:45:00,4.9,NTU+
2011-07-01 23:15:00,4.9,NTU+
2011-07-01 23:45:00,4.7,NTU+
2011-07-02 00:15:00,4.9,NTU+
2011-07-02 00:45:00,4.2,NTU+
2011-07-02 01:15:00,4.4,NTU+
2011-07-02 01:45:00,3.4,NTU+
2011-07-02 02:15:00,4.0,NTU+
2011-07-02 02:45:00,4.5,NTU+
2011-07-02 03:15:00,4.9,NTU+
2011-07-02 03:45:00,5.0,NTU+
2011-07-02 04:15:00,4.4,NTU+
2011-07-02 05:15:00,4.5,NTU+
2011-07-02 05:45:00,4.6,NTU+
2011-07-02 06:15:00,4.1,NTU+
2011-07-02 06:45:00,4.3,NTU+
2011-07-02 07:15:00,4.2,NTU+
2011-07-02 07:45:00,3.9,NTU+
2011-07-02 08:15:00,3.9,NTU+
2011-07-02 08:45:00,3.5,NTU+
2011-07-02 09:15:00,3.5,NTU+
2011-07-02 09:45:00,3.3,NTU+
2011-07-02 10:15:00,3.2,NTU+
2011-07-02 10:45:00,3.3,NTU+
2011-07-02 11:15:00,3.2,NTU+
2011-07-02 11:45:00,3.1,NTU+
2011-07-02 12:15:00,3.0,NTU+
2011-07-02 12:45:00,2.7,NTU+
2011-07-02 13:15:00,2.9,NTU+
2011-07-02 13:45:00,2.9,NTU+
2011-07-02 14:15:00,3.1,NTU+
2011-07-02 14:45:00,2.9,NTU+
2011-07-02 15:15:00,2.8,NTU+
2011-07-02 15:45:00,3.0,NTU+
2011-07-02 16:15:00,3.1,NTU+
2011-07-02 16:45:00,2.9,NTU+
2011-07-02 17:15:00,2.9,NTU+
2011-07-02 17:45:00,3.0,NTU+
2011-07-02 18:15:00,3.3,NTU+
2011-07-02 18:45:00,3.5,NTU+
2011-07-02 19:15:00,4.6,NTU+
2011-07-02 19:45:00,6.3,NTU+
2011-07-02 20:15:00,8.9,NTU+
2011-07-02 20:45:00,7.6,NTU+
2011-07-02 21:15:00,11.2,NTU+
2011-07-02 21:45:00,17.2,NTU+
2011-07-02 22:15:00,17.5,NTU+
2011-07-02 22:45:00,20.9,NTU+
2011-07-02 23:15:00,18.8,NTU+
2011-07-02 23:45:00,12.2,NTU+
2011-07-03 00:15:00,27.3,NTU+
2011-07-03 00:45:00,16.5,NTU+
2011-07-03 01:15:00,19.7,NTU+
2011-07-03 01:45:00,17.2,NTU+
2011-07-03 02:15:00,12.9,NTU+
2011-07-03 02:45:00,9.2,NTU+
2011-07-03 03:15:00,8.7,NTU+
2011-07-03 03:45:00,10.9,NTU+
2011-07-03 04:45:00,8.3,NTU+
2011-07-03 05:15:00,9.8,NTU+
2011-07-03 05:45:00,8.7,NTU+
2011-07-03 06:15:00,7.5,NTU+
2011-07-03 06:45:00,7.2,NTU+
2011-07-03 07:15:00,8.4,NTU+
2011-07-03 07:45:00,6.8,NTU+
2011-07-03 08:15:00,6.3,NTU+
2011-07-03 08:45:00,7.1,NTU+
2011-07-03 09:15:00,7.6,NTU+
2011-07-03 09:45:00,6.2,NTU+
2011-07-03 10:15:00,5.7,NTU+
2011-07-03 10:45:00,7.2,NTU+
2011-07-03 11:15:00,5.4,NTU+
2011-07-03 11:45:00,5.2,NTU+
2011-07-03 12:15:00,5.8,NTU+
2011-07-03 12:45:00,5.2,NTU+
2011-07-03 13:15:00,5.0,NTU+
2011-07-03 13:45:00,5.0,NTU+
2011-07-03 14:15:00,6.2,NTU+
2011-07-03 14:45:00,5.0,NTU+
2011-07-03 15:15:00,5.2,NTU+
2011-07-03 15:45:00,5.5,NTU+
2011-07-03 16:15:00,5.3,NTU+
2011-07-03 16:45:00,4.8,NTU+
2011-07-03 17:15:00,6.0,NTU+
2011-07-03 17:45:00,6.3,NTU+
2011-07-03 18:15:00,6.4,NTU+
2011-07-03 18:45:00,6.1,NTU+
2011-07-03 19:15:00,5.5,NTU+
2011-07-03 19:45:00,5.4,NTU+
2011-07-03 20:15:00,5.7,NTU+
2011-07-03 20:45:00,5.0,NTU+
2011-07-03 21:15:00,5.5,NTU+
2011-07-03 21:45:00,5.8,NTU+
2011-07-03 22:15:00,5.4,NTU+
2011-07-03 22:45:00,5.7,NTU+
2011-07-03 23:15:00,6.3,NTU+
2011-07-03 23:45:00,5.0,NTU+
2011-07-04 00:15:00,5.0,NTU+
2011-07-04 00:45:00,5.2,NTU+
2011-07-04 01:15:00,4.5,NTU+
2011-07-04 01:45:00,4.5,NTU+
2011-07-04 02:15:00,4.7,NTU+
2011-07-04 02:45:00,4.5,NTU+
2011-07-04 03:15:00,4.4,NTU+
2011-07-04 03:45:00,4.3,NTU+
2011-07-04 04:15:00,4.3,NTU+
2011-07-04 04:45:00,4.5,NTU+
2011-07-04 05:15:00,4.1,NTU+
2011-07-04 05:45:00,4.4,NTU+
2011-07-04 06:15:00,4.3,NTU+
2011-07-04 06:45:00,4.0,NTU+
2011-07-04 07:15:00,3.5,NTU+
2011-07-04 07:45:00,4.1,NTU+
2011-07-04 08:15:00,3.9,NTU+
2011-07-04 08:45:00,4.1,NTU+
2011-07-04 09:15:00,3.8,NTU+
2011-07-04 09:45:00,3.7,NTU+
2011-07-04 10:15:00,3.8,NTU+
2011-07-04 10:45:00,3.7,NTU+
2011-07-04 11:15:00,3.2,NTU+
2011-07-04 11:45:00,3.5,NTU+
2011-07-04 12:15:00,3.9,NTU+
2011-07-04 12:45:00,3.2,NTU+
2011-07-04 13:15:00,3.1,NTU+
2011-07-04 13:45:00,3.1,NTU+
2011-07-04 14:15:00,3.2,NTU+
2011-07-04 14:45:00,3.3,NTU+
2011-07-04 15:15:00,3.1,NTU+
2011-07-04 15:45:00,4.1,NTU+
2011-07-04 16:15:00,3.1,NTU+
2011-07-04 16:45:00,3.2,NTU+
2011-07-04 17:15:00,3.2,NTU+
2011-07-04 17:45:00,3.3,NTU+
2011-07-04 18:15:00,4.2,NTU+
2011-07-04 18:45:00,3.0,NTU+
2011-07-04 19:15:00,2.9,NTU+
2011-07-04 19:45:00,3.0,NTU+
2011-07-04 20:15:00,2.6,NTU+
2011-07-04 20:45:00,2.7,NTU+
2011-07-04 21:15:00,3.2,NTU+
2011-07-04 21:45:00,3.6,NTU+
2011-07-04 22:15:00,3.0,NTU+
2011-07-04 22:45:00,4.5,NTU+
2011-07-04 23:15:00,3.6,NTU+
2011-07-04 23:45:00,4.0,NTU+
2011-07-05 00:15:00,3.2,NTU+
2011-07-05 00:45:00,2.6,NTU+
2011-07-05 01:15:00,2.6,NTU+
2011-07-05 01:45:00,3.7,NTU+
2011-07-05 02:15:00,2.5,NTU+
2011-07-05 02:45:00,2.9,NTU+
2011-07-05 03:15:00,2.5,NTU+
2011-07-05 03:45:00,2.3,NTU+
2011-07-05 04:15:00,2.2,NTU+
2011-07-05 04:45:00,2.5,NTU+
2011-07-05 05:15:00,2.4,NTU+
2011-07-05 05:45:00,2.5,NTU+
2011-07-05 06:15:00,2.2,NTU+
2011-07-05 06:45:00,2.3,NTU+
2011-07-05 07:15:00,2.8,NTU+
2011-07-05 07:45:00,2.6,NTU+
2011-07-05 08:15:00,2.7,NTU+
2011-07-05 08:45:00,2.7,NTU+
2011-07-05 09:15:00,2.2,NTU+
2011-07-05 09:45:00,2.2,NTU+
2011-07-05 10:15:00,2.4,NTU+
2011-07-05 10:45:00,2.2,NTU+
2011-07-05 11:15:00,2.1,NTU+
2011-07-05 11:45:00,2.2,NTU+
2011-07-05 12:15:00,3.2,NTU+
2011-07-05 12:45:00,2.2,NTU+
2011-07-05 13:15:00,2.3,NTU+
2011-07-05 13:45:00,2.2,NTU+
2011-07-05 14:15:00,2.4,NTU+
2011-07-05 14:45:00,2.1,NTU+
2011-07-05 15:15:00,2.2,NTU+
2011-07-05 15:45:00,2.1,NTU+
2011-07-05 16:15:00,2.0,NTU+
2011-07-05 16:45:00,2.0,NTU+
2011-07-05 17:15:00,2.1,NTU+
2011-07-05 17:45:00,2.2,NTU+
2011-07-05 18:15:00,2.3,NTU+
2011-07-05 18:45:00,2.4,NTU+
2011-07-05 19:15:00,2.6,NTU+
2011-07-05 19:45:00,2.2,NTU+
2011-07-05 20:15:00,2.2,NTU+
2011-07-05 20:45:00,2.1,NTU+
2011-07-05 21:15:00,2.3,NTU+
2011-07-05 21:45:00,2.2,NTU+
2011-07-05 22:15:00,2.3,NTU+
2011-07-05 22:45:00,2.2,NTU+
2011-07-05 23:15:00,2.1,NTU+
2011-07-05 23:45:00,2.0,NTU+
2011-07-06 00:15:00,2.2,NTU+
2011-07-06 00:45:00,2.1,NTU+
2011-07-06 01:15:00,2.0,NTU+
2011-07-06 01:45:00,2.7,NTU+
2011-07-06 02:15:00,2.1,NTU+
2011-07-06 02:45:00,2.3,NTU+
2011-07-06 03:15:00,2.4,NTU+
2011-07-06 03:45:00,2.4,NTU+
2011-07-06 04:15:00,2.2,NTU+
2011-07-06 04:45:00,2.4,NTU+
2011-07-06 05:15:00,2.1,NTU+
2011-07-06 05:45:00,2.2,NTU+
2011-07-06 06:15:00,2.2,NTU+
2011-07-06 06:45:00,2.2,NTU+
2011-07-06 07:15:00,2.5,NTU+
2011-07-06 07:45:00,2.5,NTU+
2011-07-06 08:15:00,2.7,NTU+
2011-07-06 08:45:00,2.3,NTU+
2011-07-06 09:15:00,2.1,NTU+
2011-07-06 09:45:00,2.2,NTU+
2011-07-06 10:15:00,2.3,NTU+
2011-07-06 10:45:00,2.5,NTU+
2011-07-06 11:15:00,1.9,NTU+
2011-07-06 11:45:00,2.5,NTU+
2011-07-06 12:15:00,2.7,NTU+
2011-07-06 12:45:00,3.1,NTU+
2011-07-06 13:15:00,4.6,NTU+
2011-07-06 13:45:00,4.1,NTU+
2011-07-06 14:15:00,4.1,NTU+
2011-07-06 14:45:00,4.0,NTU+
2011-07-06 15:15:00,4.0,NTU+
2011-07-06 15:45:00,4.9,NTU+
2011-07-06 16:15:00,4.1,NTU+
2011-07-06 16:45:00,3.9,NTU+
2011-07-06 17:15:00,3.7,NTU+
2011-07-06 17:45:00,4.1,NTU+
2011-07-06 18:15:00,4.3,NTU+
2011-07-06 18:45:00,5.1,NTU+
2011-07-06 19:15:00,4.4,NTU+
2011-07-06 19:45:00,4.3,NTU+
2011-07-06 20:15:00,3.5,NTU+
2011-07-06 20:45:00,3.6,NTU+
2011-07-06 21:15:00,3.6,NTU+
2011-07-06 21:45:00,3.4,NTU+
2011-07-06 22:15:00,3.5,NTU+
2011-07-06 22:45:00,3.1,NTU+
2011-07-06 23:15:00,3.0,NTU+
2011-07-06 23:45:00,3.4,NTU+
2011-07-07 00:15:00,3.4,NTU+
2011-07-07 00:45:00,3.2,NTU+
2011-07-07 01:15:00,3.2,NTU+
2011-07-07 01:45:00,3.1,NTU+
2011-07-07 02:15:00,3.0,NTU+
2011-07-07 02:45:00,3.3,NTU+
2011-07-07 03:15:00,3.2,NTU+
2011-07-07 03:45:00,3.2,NTU+
2011-07-07 04:15:00,3.1,NTU+
2011-07-07 04:45:00,3.0,NTU+
2011-07-07 05:15:00,2.7,NTU+
2011-07-07 05:45:00,2.3,NTU+
2011-07-07 06:15:00,2.3,NTU+
2011-07-07 06:45:00,2.3,NTU+
2011-07-07 07:15:00,2.0,NTU+
2011-07-07 07:45:00,2.4,NTU+
2011-07-07 08:15:00,3.1,NTU+
2011-07-07 08:45:00,2.6,NTU+
2011-07-07 09:15:00,2.8,NTU+
2011-07-07 09:45:00,3.2,NTU+
2011-07-07 10:15:00,2.9,NTU+
2011-07-07 10:45:00,3.1,NTU+
2011-07-07 11:15:00,3.1,NTU+
2011-07-07 11:45:00,3.0,NTU+
2011-07-07 12:15:00,2.7,NTU+
2011-07-07 12:45:00,2.6,NTU+
2011-07-07 13:15:00,2.4,NTU+
2011-07-07 13:45:00,2.5,NTU+
2011-07-07 14:15:00,2.7,NTU+
2011-07-07 14:45:00,2.4,NTU+
2011-07-07 15:15:00,2.4,NTU+
2011-07-07 15:45:00,2.4,NTU+
2011-07-07 16:15:00,2.4,NTU+
2011-07-07 16:45:00,2.3,NTU+
2011-07-07 17:15:00,2.7,NTU+
2011-07-07 17:45:00,2.7,NTU+
2011-07-07 18:15:00,2.9,NTU+
2011-07-07 18:45:00,2.9,NTU+
2011-07-07 19:15:00,2.7,NTU+
2011-07-07 19:45:00,3.7,NTU+
2011-07-07 20:15:00,2.9,NTU+
2011-07-07 20:45:00,2.6,NTU+
2011-07-07 21:15:00,3.0,NTU+
2011-07-07 21:45:00,3.8,NTU+
2011-07-07 22:15:00,2.9,NTU+
2011-07-07 22:45:00,2.7,NTU+
2011-07-07 23:15:00,2.8,NTU+
2011-07-07 23:45:00,3.3,NTU+
2011-07-08 00:15:00,3.1,NTU+
2011-07-08 00:45:00,3.2,NTU+
2011-07-08 01:15:00,3.5,NTU+
2011-07-08 01:45:00,2.4,NTU+
2011-07-08 02:15:00,2.8,NTU+
2011-07-08 02:45:00,3.1,NTU+
2011-07-08 03:15:00,2.5,NTU+
2011-07-08 03:45:00,2.5,NTU+
2011-07-08 04:15:00,2.6,NTU+
2011-07-08 04:45:00,2.1,NTU+
2011-07-08 05:15:00,2.7,NTU+
2011-07-08 05:45:00,2.5,NTU+
2011-07-08 06:15:00,2.3,NTU+
2011-07-08 06:45:00,2.3,NTU+
2011-07-08 07:15:00,2.3,NTU+
2011-07-08 07:45:00,2.1,NTU+
2011-07-08 08:15:00,2.1,NTU+
2011-07-08 08:45:00,1.8,NTU+
2011-07-08 09:15:00,2.1,NTU+
2011-07-08 09:45:00,1.8,NTU+
2011-07-08 10:15:00,2.4,NTU+
2011-07-08 10:45:00,2.1,NTU+
2011-07-08 11:15:00,1.8,NTU+
2011-07-08 11:45:00,1.8,NTU+
2011-07-08 12:15:00,1.6,NTU+
2011-07-08 12:45:00,1.7,NTU+
2011-07-08 13:15:00,1.8,NTU+
2011-07-08 13:45:00,1.9,NTU+
2011-07-08 14:15:00,1.8,NTU+
2011-07-08 14:45:00,1.8,NTU+
2011-07-08 15:15:00,1.8,NTU+
2011-07-08 15:45:00,1.8,NTU+
